SA1_7DIGITCODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christian_Assyrian_Apostol_M,Christian_Assyrian_Apostol_F,Christian_Assyrian_Apostol_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christian_Churches_Christ_M,Christian_Churches_Christ_F,Christian_Churches_Christ_P,Christian_Eastern_Orthodox_M,Christian_Eastern_Orthodox_F,Christian_Eastern_Orthodox_P,Christian_Jehovah_Witnesses_M,Christian_Jehovah_Witnesses_F,Christian_Jehovah_Witnesses_P,Christian_Latter_Day_Saints_M,Christian_Latter_Day_Saints_F,Christian_Latter_Day_Saints_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christian_Oriental_Orthodox_M,Christian_Oriental_Orthodox_F,Christian_Oriental_Orthodox_P,Christian_Other_Protestant_M,Christian_Other_Protestant_F,Christian_Other_Protestant_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christian_Presbyt_Reformed_M,Christian_Presbyt_Reformed_F,Christian_Presbyt_Reformed_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christian_Sevnth_day_Advent_M,Christian_Sevnth_day_Advent_F,Christian_Sevnth_day_Advent_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Oth_Rel_Aus_Abor_Trad_Rel_M,Oth_Rel_Aus_Abor_Trad_Rel_F,Oth_Rel_Aus_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Oth_Relig_Oth_Rel_Groups_M,Oth_Relig_Oth_Rel_Groups_F,Oth_Relig_Oth_Rel_Groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_No_Religion_M,SB_OSB_NRA_No_Religion_F,SB_OSB_NRA_No_Religion_P,SB_OSB_NRA_Sec_Beliefs_M,SB_OSB_NRA_Sec_Beliefs_F,SB_OSB_NRA_Sec_Beliefs_P,SB_OSB_NRA_Oth_Sp_Beliefs_M,SB_OSB_NRA_Oth_Sp_Beliefs_F,SB_OSB_NRA_Oth_Sp_Beliefs_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
5100246,0,0,0,26,38,60,0,0,0,4,3,10,0,0,0,12,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,3,4,0,0,0,49,67,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,22,58,0,0,0,0,0,0,32,22,58,3,6,6,0,0,0,85,96,181
5100247,0,0,0,49,59,116,0,0,0,0,0,0,0,0,0,31,39,68,0,0,0,0,0,4,0,0,0,0,0,0,3,3,3,0,0,0,0,3,3,0,0,0,3,3,11,0,0,0,0,0,3,7,8,15,0,0,0,0,0,0,97,122,217,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,46,87,0,0,0,0,0,0,46,45,93,18,15,31,0,0,3,158,184,342
5100249,3,5,7,21,32,54,0,0,0,0,0,0,0,0,0,20,16,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,3,3,7,0,10,15,0,0,3,53,71,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,48,91,0,0,0,0,0,0,42,48,93,23,27,47,0,0,0,124,155,278
5100250,0,0,0,29,34,66,0,0,0,3,0,3,0,0,0,21,27,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,6,9,11,3,4,9,0,0,0,62,76,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,57,116,0,0,0,0,0,0,64,57,118,13,16,27,3,5,15,140,158,298
5100251,0,4,8,25,32,61,0,0,0,0,3,4,0,0,0,24,29,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,0,3,3,0,0,0,0,9,5,4,7,7,0,0,0,55,83,137,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,31,83,0,0,0,0,0,0,44,31,83,15,15,35,0,3,4,128,146,267
5100252,0,0,0,19,18,34,0,0,0,0,3,4,0,0,0,21,13,36,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,10,0,0,3,0,0,0,0,0,3,3,9,19,8,9,20,0,0,0,69,66,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,47,97,0,0,0,0,0,0,52,45,98,8,6,17,0,0,0,126,126,252
5100253,3,3,9,55,72,124,0,0,0,12,12,23,0,0,0,35,73,105,7,3,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,3,4,0,0,0,0,0,4,0,3,3,0,0,0,8,9,10,29,21,49,0,0,0,142,199,339,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,5,3,8,153,145,296,0,0,0,0,3,3,153,150,301,32,23,58,0,0,6,341,379,722
5100254,0,4,4,30,23,56,0,0,0,0,0,0,0,0,0,17,26,44,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,0,0,0,0,0,57,56,113,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,36,78,0,0,0,0,0,0,40,36,76,4,10,17,0,0,0,111,110,215
5100255,0,0,0,3,6,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,6,0,9,0,0,3,0,0,0,11,15,26
5100256,0,0,3,21,38,63,0,0,0,3,3,3,0,0,0,21,20,34,0,0,0,0,0,0,0,4,7,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,0,0,3,0,0,0,3,5,10,3,5,9,0,0,0,61,83,143,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,3,11,9,5,14,57,54,113,0,0,0,0,0,0,62,54,115,17,14,31,0,0,0,145,162,305
5100257,0,0,0,27,28,55,0,0,0,5,5,8,0,0,0,24,25,50,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,0,3,9,0,0,0,0,0,0,0,5,3,3,0,5,0,0,0,61,74,138,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,3,71,71,142,0,0,0,0,0,0,71,74,146,10,15,27,0,0,0,147,167,317
5100258,0,3,6,22,23,42,0,0,0,3,3,8,0,0,0,21,21,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,3,3,4,7,0,4,5,0,0,0,56,63,112,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,69,150,3,3,4,0,0,0,83,74,154,16,17,31,0,0,0,156,159,320
5100259,0,0,3,22,24,48,0,0,0,0,0,0,0,0,0,37,35,70,3,8,11,0,0,0,0,0,3,0,0,0,3,8,12,0,0,0,5,4,7,0,0,3,3,3,10,0,0,0,0,0,3,8,12,24,5,7,11,0,0,0,87,109,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,53,139,0,0,3,0,0,0,85,56,145,13,4,16,0,0,0,188,176,369
5100260,0,0,0,30,39,68,0,0,0,0,0,0,0,0,0,8,14,25,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,8,0,0,0,0,0,0,3,13,15,3,8,11,0,0,0,58,92,145,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,32,71,0,0,0,0,0,0,41,35,73,15,6,16,0,0,3,112,132,239
5100261,4,3,12,30,37,69,0,0,0,4,7,10,0,0,0,24,37,65,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,3,0,0,0,6,0,13,4,3,3,0,0,0,76,102,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,65,144,0,0,0,0,0,0,78,65,145,20,14,31,0,0,0,180,186,366
5100262,0,5,5,27,39,63,0,0,0,3,0,0,0,0,0,25,18,41,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,5,4,4,3,3,0,3,6,61,75,138,3,0,6,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,47,92,0,0,0,0,0,0,43,47,92,10,9,20,0,0,0,119,140,262
5100263,0,0,0,54,56,107,0,0,0,0,3,3,0,0,0,30,26,59,0,0,0,0,0,0,0,0,0,3,3,5,0,3,3,0,0,0,0,0,0,6,7,9,0,4,9,0,0,0,0,0,0,0,3,3,0,4,4,0,0,0,106,110,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,38,83,0,0,0,0,0,0,46,38,83,4,3,7,4,0,4,154,147,301
5100264,3,5,4,23,40,63,0,0,0,7,3,6,0,0,0,17,32,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,3,0,0,0,0,3,3,3,3,3,0,3,3,0,0,0,57,90,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,16,62,0,0,0,0,0,0,43,16,62,12,7,19,0,0,0,115,123,238
5100265,0,0,4,38,70,109,0,0,0,4,8,7,0,0,0,30,28,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,8,4,15,0,0,0,0,0,0,7,10,19,3,3,3,0,0,0,89,118,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,35,58,0,0,0,0,0,0,20,35,58,3,8,16,0,0,0,118,169,294
5100266,3,3,8,36,47,79,0,0,0,3,3,6,0,0,0,35,33,62,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,7,7,11,3,3,6,4,3,6,0,0,0,0,0,0,8,5,16,0,0,0,88,106,200,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,0,0,3,0,3,7,76,81,158,0,4,8,0,0,0,81,81,164,21,21,36,0,3,3,195,217,416
5100267,0,0,3,37,55,92,0,0,0,0,5,4,0,0,0,36,43,78,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,3,0,0,0,4,7,14,21,20,41,0,0,0,101,144,248,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,80,161,0,3,3,3,0,0,81,84,172,23,18,33,0,0,0,209,250,460
5100268,0,4,4,32,33,61,0,0,0,0,0,0,0,0,0,29,37,68,0,0,0,0,0,0,3,8,9,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,0,3,3,0,0,0,0,0,0,5,3,13,8,8,22,0,0,0,84,102,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,139,0,3,4,0,0,3,73,71,140,17,17,34,0,0,3,175,198,371
5100269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5100270,0,0,0,14,19,36,0,0,0,0,0,3,0,0,0,11,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,6,4,3,3,0,0,0,44,42,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,16,43,0,0,0,0,0,0,24,16,43,13,18,29,0,3,3,83,79,156
5100271,0,0,0,26,27,52,0,0,0,0,0,0,0,0,0,14,16,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,3,3,4,3,6,0,0,0,48,51,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,32,0,0,0,0,0,0,20,6,32,3,3,8,0,0,0,76,69,142
5100272,3,6,11,61,74,133,0,0,0,9,9,13,0,0,0,70,72,146,0,4,6,0,0,0,0,3,7,0,0,0,0,7,8,0,0,0,0,0,0,0,0,4,8,7,16,0,0,0,0,0,0,11,5,16,18,22,31,0,0,0,174,215,388,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,183,383,0,0,0,0,0,0,197,185,383,24,24,53,0,0,0,399,431,838
5100273,0,0,0,13,13,25,0,0,0,3,3,4,0,0,0,4,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,3,4,6,0,10,7,0,0,0,31,43,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,19,54,0,0,0,0,0,0,29,19,54,10,3,13,0,0,0,72,71,139
5100274,0,0,0,9,18,28,0,0,0,3,3,3,0,0,0,16,31,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,6,0,6,7,8,13,0,0,0,43,60,107,0,0,0,0,3,4,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,39,48,86,0,0,0,0,0,0,43,48,89,4,8,13,0,0,0,94,119,219
5100275,0,4,4,39,56,100,0,0,0,7,0,3,0,0,0,34,33,65,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,0,0,0,0,0,0,5,10,12,8,4,18,0,0,0,105,113,219,3,3,4,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,45,110,0,0,0,0,0,0,63,45,110,22,21,35,0,0,3,198,192,388
5100276,0,0,0,16,34,55,0,0,0,4,3,5,0,0,0,32,34,68,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,11,14,6,8,18,0,0,0,74,93,166,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,60,134,0,0,0,0,0,0,74,60,134,8,13,20,0,0,0,155,176,330
5100277,0,0,0,19,12,32,0,0,0,4,6,7,0,0,0,15,19,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,43,41,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,31,28,63,0,0,0,0,0,0,34,28,61,7,13,19,0,0,0,89,86,171
5100278,3,4,9,20,17,38,0,0,0,6,7,15,0,0,0,14,26,43,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,11,3,11,5,3,14,0,0,0,65,62,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,0,6,39,51,87,0,0,0,0,0,0,39,51,87,15,11,28,0,0,0,123,133,257
5100279,0,0,0,26,35,56,0,0,0,0,0,0,0,0,0,18,27,51,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,5,0,0,0,0,3,3,3,12,16,7,7,17,3,4,4,66,98,164,3,3,3,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,55,130,0,0,0,0,0,0,77,55,130,13,10,27,0,3,3,161,177,337
5100280,3,5,7,24,35,58,0,0,0,8,8,18,0,0,0,23,27,53,0,0,0,0,0,0,3,3,8,0,0,3,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,9,8,8,16,9,24,0,0,0,81,100,185,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,69,60,134,0,0,0,0,0,4,75,62,133,26,39,62,0,0,3,185,211,393
5100281,6,3,7,39,61,102,0,0,0,6,3,4,0,0,0,33,34,66,0,0,0,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,9,7,16,0,0,0,0,3,9,3,9,10,4,13,21,0,0,0,94,136,232,0,0,5,9,3,6,0,0,0,0,0,0,3,3,3,4,0,6,5,6,11,82,83,166,0,0,0,0,3,4,86,84,173,33,35,64,0,0,0,231,270,500
5100282,3,3,3,26,49,80,0,0,0,4,10,16,0,0,0,35,24,63,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,12,25,0,0,0,0,0,0,82,110,195,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,83,80,164,0,0,0,0,0,0,83,80,164,36,58,91,3,0,4,214,255,471
5100283,3,0,3,24,28,54,0,0,0,4,8,10,0,0,0,34,35,65,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,6,4,5,4,12,0,0,0,0,0,0,6,5,15,7,11,20,0,0,0,88,104,196,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,79,170,0,0,0,0,0,0,93,79,171,13,6,19,0,3,4,200,195,395
5100301,0,8,5,8,20,31,0,0,0,0,0,0,0,0,0,13,11,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,13,3,3,12,0,0,0,39,46,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,36,69,0,0,3,0,0,0,30,36,67,11,17,23,0,0,0,78,104,183
5100302,0,0,0,29,29,56,0,0,0,0,0,0,0,0,0,25,36,56,0,0,0,3,0,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,3,0,4,4,3,6,11,0,0,0,65,78,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,58,119,0,0,0,0,0,0,67,58,119,7,3,8,0,3,3,140,136,276
5100303,0,0,0,50,39,90,0,0,0,0,0,0,0,0,0,26,21,51,0,0,3,0,3,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,0,0,0,0,0,0,5,6,8,4,5,8,0,0,0,93,84,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,39,78,0,0,0,3,0,5,46,36,84,5,0,7,0,0,0,146,124,273
5100304,0,4,4,25,21,49,0,0,0,0,0,0,3,3,8,16,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,4,5,3,10,9,5,12,3,0,5,0,0,0,63,52,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,91,0,0,3,0,0,0,43,49,89,15,17,38,0,0,0,124,123,252
5100305,0,0,0,24,24,48,0,0,0,0,0,3,0,0,0,12,27,45,0,0,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,0,0,0,3,0,3,3,5,8,10,9,15,0,0,0,61,73,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,3,8,77,48,122,0,0,0,0,0,0,77,48,122,16,11,30,0,3,3,155,143,295
5100306,0,0,0,39,40,82,0,0,0,4,4,4,0,0,0,28,24,57,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,5,3,7,3,11,4,4,14,14,16,23,0,0,0,111,102,211,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,76,82,161,0,3,3,0,3,4,79,86,171,21,12,36,0,0,0,217,210,427
5100307,0,0,0,32,38,75,0,0,0,0,0,0,0,0,0,25,27,54,0,0,0,0,0,0,0,0,0,0,4,4,3,0,3,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,3,7,7,0,0,3,0,0,0,71,86,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,46,111,0,0,0,0,0,0,60,46,110,6,12,19,0,0,0,142,143,288
5100308,3,3,3,35,36,75,0,0,0,4,6,11,0,0,0,25,35,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,4,5,8,3,0,3,0,0,0,81,87,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,66,170,0,0,3,0,0,0,100,69,170,17,14,25,0,0,0,201,179,381
5100310,0,3,3,42,44,86,0,0,0,0,0,0,0,0,0,35,43,79,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,14,22,3,4,6,0,0,0,96,107,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,4,74,74,139,0,0,0,0,0,0,70,74,141,35,35,73,22,15,31,224,233,462
5100311,3,0,3,22,24,47,0,0,0,4,3,4,0,0,0,34,34,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,62,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,66,121,0,0,0,0,0,0,60,66,121,15,13,32,0,0,3,138,140,285
5100312,3,5,8,36,32,69,0,0,0,0,0,0,0,0,0,26,33,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,15,0,0,0,0,0,0,7,3,7,3,3,11,0,0,0,73,82,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,61,136,0,0,0,0,0,0,72,61,136,12,12,31,3,0,3,168,167,332
5100313,3,3,7,17,14,29,0,0,0,0,0,0,0,0,0,12,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,6,0,0,0,0,0,0,3,3,5,0,4,4,0,0,0,35,37,78,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,63,137,0,0,0,0,3,3,74,69,139,20,23,42,14,11,28,153,146,298
5100314,3,0,5,34,33,64,0,0,0,0,3,3,0,0,0,20,20,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,5,13,7,7,12,0,0,0,66,65,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,46,99,0,0,0,0,0,0,57,46,99,16,14,30,8,4,12,145,134,283
5100315,3,0,3,33,37,70,0,0,0,3,3,12,0,0,0,25,40,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,0,0,0,0,0,0,4,11,15,6,6,13,0,0,0,85,102,179,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,60,158,0,0,0,0,3,3,97,63,160,30,39,72,8,9,13,227,209,436
5100316,0,3,5,33,37,70,0,0,0,0,0,3,0,0,0,22,24,45,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,64,76,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,47,103,0,0,0,0,0,0,51,47,103,16,13,36,3,9,5,137,149,287
5100317,6,3,12,35,38,70,0,0,0,0,0,0,0,0,0,28,45,73,0,0,0,0,0,3,9,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,4,3,7,0,0,0,79,98,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,58,134,3,0,3,0,3,3,83,58,138,21,19,40,0,0,0,194,185,375
5100318,4,3,7,25,42,69,0,0,0,3,4,7,0,0,0,37,25,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,4,0,0,0,0,0,0,8,5,14,0,3,4,0,0,0,77,86,167,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,4,5,0,4,5,76,70,151,0,0,0,0,0,0,76,70,151,22,26,55,9,9,16,193,211,407
5100319,0,3,4,42,44,85,0,0,0,0,0,0,0,0,0,17,32,47,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,4,12,20,3,3,3,0,0,0,76,95,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,46,97,0,0,0,3,0,0,54,49,104,11,16,25,0,0,0,145,160,307
5100320,3,10,6,55,71,125,0,0,0,0,3,3,0,0,0,44,70,115,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,4,12,15,0,3,9,0,0,0,114,169,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,115,239,0,0,0,0,0,3,128,118,241,34,37,71,0,3,3,277,330,609
5100321,7,7,14,39,50,93,0,0,0,4,4,6,0,0,0,49,49,103,0,0,0,0,3,0,3,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,3,5,11,8,13,0,0,0,112,122,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,92,178,0,0,0,0,0,5,91,94,186,13,14,26,0,3,0,221,234,462
5100322,0,0,0,19,20,38,0,0,0,0,0,0,0,0,0,7,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,37,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,33,75,0,0,0,0,0,0,40,33,75,34,31,65,3,7,11,117,107,222
