SA1_7DIGITCODE_2016,M_Yr_12_eq_15_19_yr,M_Yr_12_eq_20_24_yr,M_Yr_12_eq_25_34_yr,M_Yr_12_eq_35_44_yr,M_Yr_12_eq_45_54_yr,M_Yr_12_eq_55_64_yr,M_Yr_12_eq_65_74_yr,M_Yr_12_eq_75_84_yr,M_Yr_12_eq_85_yr,M_Yr_12_eq_Tot,M_Yr_11_eq_15_19_yr,M_Yr_11_eq_20_24_yr,M_Yr_11_eq_25_34_yr,M_Yr_11_eq_35_44_yr,M_Yr_11_eq_45_54_yr,M_Yr_11_eq_55_64_yr,M_Yr_11_eq_65_74_yr,M_Yr_11_eq_75_84_yr,M_Yr_11_eq_85_yr,M_Yr_11_eq_Tot,M_Yr_10_eq_15_19_yr,M_Yr_10_eq_20_24_yr,M_Yr_10_eq_25_34_yr,M_Yr_10_eq_35_44_yr,M_Yr_10_eq_45_54_yr,M_Yr_10_eq_55_64_yr,M_Yr_10_eq_65_74_yr,M_Yr_10_eq_75_84_yr,M_Yr_10_eq_85_yr,M_Yr_10_eq_Tot,M_Yr_9_eq_15_19_yr,M_Yr_9_eq_20_24_yr,M_Yr_9_eq_25_34_yr,M_Yr_9_eq_35_44_yr,M_Yr_9_eq_45_54_yr,M_Yr_9_eq_55_64_yr,M_Yr_9_eq_65_74_yr,M_Yr_9_eq_75_84_yr,M_Yr_9_eq_85_yr,M_Yr_9_eq_Tot,M_Yr_8_bel_15_19_yr,M_Yr_8_bel_20_24_yr,M_Yr_8_bel_25_34_yr,M_Yr_8_bel_35_44_yr,M_Yr_8_bel_45_54_yr,M_Yr_8_bel_55_64_yr,M_Yr_8_bel_65_74_yr,M_Yr_8_bel_75_84_yr,M_Yr_8_bel_85_yr,M_Yr_8_bel_Tot,M_Did_not_go_to_school_15_19,M_Did_not_go_to_school_20_24,M_Did_not_go_to_school_25_34,M_Did_not_go_to_school_35_44,M_Did_not_go_to_school_45_54,M_Did_not_go_to_school_55_64,M_Did_not_go_to_school_65_74,M_Did_not_go_to_school_75_84,M_Did_not_go_to_school_85,M_Did_not_go_to_school_Tot,M_High_yr_sch_ns_15_19_yr,M_High_yr_sch_ns_20_24_yr,M_High_yr_sch_ns_25_34_yr,M_High_yr_sch_ns_35_44_yr,M_High_yr_sch_ns_45_54_yr,M_High_yr_sch_ns_55_64_yr,M_High_yr_sch_ns_65_74_yr,M_High_yr_sch_ns_75_84_yr,M_High_yr_sch_ns_85_yr,M_High_yr_sch_ns_Tot,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Yr_12_eq_15_19_yr,F_Yr_12_eq_20_24_yr,F_Yr_12_eq_25_34_yr,F_Yr_12_eq_35_44_yr,F_Yr_12_eq_45_54_yr,F_Yr_12_eq_55_64_yr,F_Yr_12_eq_65_74_yr,F_Yr_12_eq_75_84_yr,F_Yr_12_eq_85_yr,F_Yr_12_eq_Tot,F_Yr_11_eq_15_19_yr,F_Yr_11_eq_20_24_yr,F_Yr_11_eq_25_34_yr,F_Yr_11_eq_35_44_yr,F_Yr_11_eq_45_54_yr,F_Yr_11_eq_55_64_yr,F_Yr_11_eq_65_74_yr,F_Yr_11_eq_75_84_yr,F_Yr_11_eq_85_yr,F_Yr_11_eq_Tot,F_Yr_10_eq_15_19_yr,F_Yr_10_eq_20_24_yr,F_Yr_10_eq_25_34_yr,F_Yr_10_eq_35_44_yr,F_Yr_10_eq_45_54_yr,F_Yr_10_eq_55_64_yr,F_Yr_10_eq_65_74_yr,F_Yr_10_eq_75_84_yr,F_Yr_10_eq_85_yr,F_Yr_10_eq_Tot,F_Yr_9_eq_15_19_yr,F_Yr_9_eq_20_24_yr,F_Yr_9_eq_25_34_yr,F_Yr_9_eq_35_44_yr,F_Yr_9_eq_45_54_yr,F_Yr_9_eq_55_64_yr,F_Yr_9_eq_65_74_yr,F_Yr_9_eq_75_84_yr,F_Yr_9_eq_85_yr,F_Yr_9_eq_Tot,F_Yr_8_bel_15_19_yr,F_Yr_8_bel_20_24_yr,F_Yr_8_bel_25_34_yr,F_Yr_8_bel_35_44_yr,F_Yr_8_bel_45_54_yr,F_Yr_8_bel_55_64_yr,F_Yr_8_bel_65_74_yr,F_Yr_8_bel_75_84_yr,F_Yr_8_bel_85_yr,F_Yr_8_bel_Tot,F_Did_not_go_to_school_15_19,F_Did_not_go_to_school_20_24,F_Did_not_go_to_school_25_34,F_Did_not_go_to_school_35_44,F_Did_not_go_to_school_45_54,F_Did_not_go_to_school_55_64,F_Did_not_go_to_school_65_74,F_Did_not_go_to_school_75_84,F_Did_not_go_to_school_85,F_Did_not_go_to_school_Tot,F_High_yr_sch_ns_15_19_yr,F_High_yr_sch_ns_20_24_yr,F_High_yr_sch_ns_25_34_yr,F_High_yr_sch_ns_35_44_yr,F_High_yr_sch_ns_45_54_yr,F_High_yr_sch_ns_55_64_yr,F_High_yr_sch_ns_65_74_yr,F_High_yr_sch_ns_75_84_yr,F_High_yr_sch_ns_85_yr,F_High_yr_sch_ns_Tot,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Yr_12_eq_15_19_yr,P_Yr_12_eq_20_24_yr,P_Yr_12_eq_25_34_yr,P_Yr_12_eq_35_44_yr,P_Yr_12_eq_45_54_yr,P_Yr_12_eq_55_64_yr,P_Yr_12_eq_65_74_yr,P_Yr_12_eq_75_84_yr,P_Yr_12_eq_85_yr,P_Yr_12_eq_Tot,P_Yr_11_eq_15_19_yr,P_Yr_11_eq_20_24_yr,P_Yr_11_eq_25_34_yr,P_Yr_11_eq_35_44_yr,P_Yr_11_eq_45_54_yr,P_Yr_11_eq_55_64_yr,P_Yr_11_eq_65_74_yr,P_Yr_11_eq_75_84_yr,P_Yr_11_eq_85_yr,P_Yr_11_eq_Tot,P_Yr_10_eq_15_19_yr,P_Yr_10_eq_20_24_yr,P_Yr_10_eq_25_34_yr,P_Yr_10_eq_35_44_yr,P_Yr_10_eq_45_54_yr,P_Yr_10_eq_55_64_yr,P_Yr_10_eq_65_74_yr,P_Yr_10_eq_75_84_yr,P_Yr_10_eq_85_yr,P_Yr_10_eq_Tot,P_Yr_9_eq_15_19_yr,P_Yr_9_eq_20_24_yr,P_Yr_9_eq_25_34_yr,P_Yr_9_eq_35_44_yr,P_Yr_9_eq_45_54_yr,P_Yr_9_eq_55_64_yr,P_Yr_9_eq_65_74_yr,P_Yr_9_eq_75_84_yr,P_Yr_9_eq_85_yr,P_Yr_9_eq_Tot
5106810,3,6,29,20,18,13,10,0,0,91,3,3,9,3,3,0,0,0,0,28,0,6,5,14,9,6,6,0,0,44,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,0,0,19,7,13,46,35,36,24,22,4,0,190,0,14,35,26,19,9,10,0,0,103,0,0,3,3,3,4,3,0,0,18,3,0,10,3,14,8,10,0,0,46,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,6,0,0,15,4,11,58,40,30,21,26,0,0,196,3,18,59,44,33,23,17,0,0,199,3,3,11,3,9,8,4,0,0,42,4,5,20,14,19,13,17,0,0,90,0,0,3,3,0,3,6,0,0,15
5106811,6,7,8,5,6,6,9,4,0,51,0,0,5,4,3,5,0,0,0,23,0,0,3,7,15,10,4,4,0,49,0,0,0,3,3,3,7,3,0,16,0,0,0,0,0,4,7,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,5,3,7,11,23,32,33,33,11,7,165,5,4,6,16,5,10,8,4,0,67,0,0,3,3,7,3,3,0,0,24,0,0,0,4,9,18,14,0,0,50,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,16,22,21,36,33,11,0,153,10,9,14,24,19,20,20,3,0,112,0,0,8,7,4,12,6,3,0,43,3,0,4,9,24,32,18,3,0,101,0,0,0,3,3,3,6,5,0,24
5106812,0,10,0,5,12,15,4,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,4,3,0,28,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,10,3,8,22,31,9,5,3,100,3,3,4,10,12,10,5,0,0,55,0,0,0,0,0,0,0,0,0,6,0,0,0,3,10,3,4,4,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,4,7,4,15,23,19,17,9,4,107,6,11,6,14,21,26,8,3,3,105,0,0,0,3,3,0,0,0,0,8,0,0,4,7,14,11,11,4,0,55,0,0,0,0,0,5,0,3,0,9
5106813,4,7,3,11,27,23,20,0,0,98,0,0,3,3,3,4,3,0,0,28,0,3,0,0,12,11,12,3,3,43,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,7,16,12,25,47,41,35,11,3,187,6,5,8,16,33,16,8,0,0,100,0,0,3,7,9,8,0,0,0,26,3,0,0,0,12,12,9,0,0,44,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,5,15,21,52,45,21,7,0,176,11,17,14,29,57,43,29,3,0,199,3,0,10,12,13,13,7,3,0,62,3,3,0,7,27,25,22,3,4,88,0,0,3,0,0,4,3,3,0,13
5106814,3,3,12,7,16,22,13,7,0,81,0,0,0,4,7,6,3,0,0,15,3,0,4,3,15,11,9,3,0,51,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,3,9,17,11,37,44,30,7,3,166,0,11,4,3,23,27,13,0,0,94,0,0,5,0,6,4,0,0,0,17,0,0,0,0,11,10,13,0,3,40,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,5,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,4,7,14,9,45,44,33,8,3,164,7,9,19,14,37,48,22,3,0,169,0,0,5,3,7,10,3,0,0,34,3,3,4,4,23,23,21,3,3,94,0,0,0,0,3,0,8,0,0,15
5106815,9,11,9,14,16,6,8,0,0,70,0,0,0,6,9,3,0,0,0,16,0,0,0,3,9,5,3,0,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,14,9,11,28,44,22,9,3,0,133,0,5,13,26,26,9,3,0,0,79,0,0,0,3,6,3,3,3,0,19,0,0,3,5,9,0,8,0,0,30,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,4,5,12,31,47,17,11,3,0,134,10,18,18,47,41,17,10,0,0,153,0,0,0,4,16,7,5,3,0,35,0,3,3,9,18,7,7,0,0,56,0,0,0,0,3,6,4,0,0,9
5106816,0,42,114,59,26,6,3,0,0,252,0,6,34,17,3,0,0,0,0,60,0,12,34,21,11,15,0,3,0,93,0,0,6,0,0,3,0,0,0,11,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,7,17,6,3,4,0,0,0,42,8,70,207,103,46,27,11,3,0,472,15,75,133,57,26,10,4,0,0,321,0,8,28,5,8,5,0,0,0,56,0,11,24,28,15,11,3,0,0,90,0,0,0,5,3,3,0,0,0,11,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,14,14,11,11,3,0,0,0,52,15,112,194,101,61,39,9,3,0,531,18,110,252,109,51,23,12,0,0,576,0,15,62,20,10,3,0,0,0,114,0,26,59,46,26,19,3,6,0,184,0,3,6,4,3,5,0,0,0,22
5106817,0,0,0,3,3,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,6,0,0,20,0,4,0,8,0,8,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,4,4,3,0,0,21,0,4,3,8,3,13,5,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0
5106818,3,34,94,60,22,5,3,0,0,223,3,5,19,9,4,0,0,0,0,46,3,3,23,8,11,6,3,6,0,63,0,0,3,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,3,0,0,26,10,41,157,85,41,19,16,7,0,375,5,40,125,55,16,11,3,0,0,253,5,7,17,8,6,3,0,0,0,49,3,4,17,20,11,13,4,0,0,79,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,12,8,0,3,0,0,0,22,12,52,175,93,39,32,11,3,0,416,12,70,216,116,37,18,7,3,0,476,7,9,35,18,13,9,3,0,0,94,5,10,41,23,21,23,8,4,0,143,0,0,7,3,3,0,3,0,0,14
5106819,10,3,25,28,34,13,11,0,0,125,3,0,3,4,5,0,3,0,0,21,3,0,0,13,15,5,0,0,0,46,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,24,44,64,23,18,3,0,199,8,11,26,47,41,12,5,0,0,157,0,0,0,5,4,3,3,0,0,15,0,3,3,10,11,10,0,0,0,41,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,15,31,60,57,29,10,3,0,220,20,20,51,72,77,28,19,0,0,276,5,0,3,8,14,4,3,0,0,39,5,3,3,22,31,16,4,4,0,85,0,0,0,0,0,0,3,0,0,7
5106820,10,17,38,60,34,11,4,4,0,178,3,7,12,17,5,3,0,0,0,46,3,6,15,23,32,14,7,3,0,106,0,0,0,3,0,3,5,0,0,8,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,11,13,27,71,102,70,31,18,8,0,355,11,18,61,85,32,15,5,0,0,233,0,3,15,15,7,5,3,0,0,46,0,0,13,15,26,15,6,3,0,77,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,3,0,13,11,20,89,128,70,40,15,10,0,388,22,28,100,148,71,27,10,8,0,411,3,10,26,29,13,6,5,0,0,92,3,4,30,44,56,30,11,5,0,183,0,0,0,0,0,8,6,0,0,16
5106901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5107001,0,7,18,7,6,3,3,3,0,40,0,0,0,3,3,0,0,0,0,7,0,0,3,11,3,7,3,0,0,22,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,10,0,3,21,22,12,12,8,8,0,86,3,3,14,10,10,0,4,0,0,51,0,0,4,0,0,3,0,0,0,8,0,0,0,4,6,9,6,4,0,24,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,10,3,3,20,13,16,15,12,4,0,93,4,5,29,15,21,7,8,3,0,93,0,0,3,4,3,3,0,0,0,16,0,0,3,13,7,9,8,4,0,45,0,0,0,0,0,0,4,0,0,9
5107002,0,15,27,20,9,17,8,0,0,92,0,0,3,3,3,0,0,0,0,18,0,0,10,3,14,9,4,0,0,41,0,0,0,3,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,9,9,14,43,29,31,27,16,9,0,170,6,13,26,25,13,12,6,0,0,100,0,3,3,3,5,3,3,0,0,17,0,3,0,4,13,3,3,0,0,36,0,0,0,0,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,4,0,16,9,18,36,30,36,27,14,3,5,175,5,31,50,38,28,29,11,0,0,193,0,3,6,3,5,9,3,0,0,30,3,3,8,7,24,14,12,4,0,70,0,0,0,3,3,4,3,3,0,22
5107003,3,10,14,17,7,6,3,0,0,55,0,0,0,0,3,3,0,0,0,9,0,0,0,3,4,8,3,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,5,11,12,21,21,15,7,3,0,104,3,7,21,11,3,14,0,0,0,60,0,0,0,0,9,0,0,0,0,7,0,0,0,4,4,6,7,0,0,24,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12,25,18,23,19,6,3,0,108,3,18,36,22,9,19,3,4,0,118,0,0,0,3,7,3,3,0,0,20,0,0,4,3,14,18,10,0,0,50,0,0,0,0,3,0,0,0,0,9
5107004,3,10,13,20,9,6,3,3,0,79,0,3,8,3,8,3,0,0,0,22,0,0,7,9,7,9,5,0,0,39,0,0,3,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,3,13,31,31,28,16,12,4,3,156,3,9,25,14,11,14,10,4,0,93,0,0,3,4,3,0,7,0,0,17,0,4,3,5,11,8,0,0,0,30,0,0,0,0,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,12,3,15,35,35,22,21,20,13,0,158,4,20,42,36,23,20,13,6,0,164,0,3,6,10,12,7,5,0,0,39,0,5,9,13,15,16,9,5,0,67,0,0,6,0,7,3,3,0,0,17
5107005,3,7,24,11,17,10,3,0,0,80,3,0,3,0,4,3,0,0,0,23,0,0,5,11,10,11,4,3,0,41,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,12,4,10,36,31,30,25,9,7,0,158,3,7,39,22,18,10,4,0,0,100,0,0,3,3,4,3,0,0,0,18,0,0,6,7,11,8,8,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,10,5,8,52,31,39,20,15,6,4,180,4,13,61,34,34,21,3,0,0,182,0,0,12,8,11,4,4,0,0,41,0,0,13,16,19,17,11,6,0,81,0,0,0,0,3,0,0,0,0,11
5107006,3,4,25,21,4,10,4,3,0,71,0,4,7,6,0,3,0,0,0,17,0,3,3,10,5,9,6,4,0,42,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,6,3,15,39,45,11,22,12,7,0,149,0,3,30,30,9,14,3,3,0,98,0,0,3,3,5,3,0,0,0,10,0,4,6,4,3,7,9,0,0,29,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,18,3,10,46,32,20,34,14,3,3,160,0,9,57,52,12,29,7,5,0,170,0,4,14,8,5,4,0,0,0,34,0,3,11,13,10,13,13,4,0,66,0,0,0,0,0,4,3,0,0,6
5107007,3,11,23,22,10,11,10,4,0,102,0,0,3,3,0,3,0,0,0,20,3,0,7,6,6,18,6,7,0,52,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,4,6,15,38,29,31,36,17,12,7,182,4,15,29,22,21,22,10,0,0,130,0,3,0,7,3,3,3,0,0,20,0,0,3,3,6,11,11,8,3,46,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,21,38,34,33,35,25,13,4,212,8,29,56,42,31,36,19,5,0,227,0,4,8,6,4,5,7,0,0,39,0,0,11,7,15,25,10,11,5,93,0,0,3,0,4,3,0,0,0,12
5107008,3,9,57,41,21,15,14,3,0,163,0,3,7,10,5,0,3,0,0,34,0,0,15,13,13,6,4,0,0,50,0,0,3,0,0,4,4,0,0,17,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,10,5,15,86,65,41,23,26,7,3,280,4,20,60,35,18,14,11,3,4,171,3,0,8,5,3,3,0,0,0,24,0,0,6,11,12,9,10,0,7,58,0,0,0,0,3,0,4,0,3,11,0,0,0,0,0,0,3,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,20,3,19,77,59,30,30,33,9,23,290,8,27,115,81,33,25,28,5,4,332,3,6,21,17,11,3,4,0,0,62,0,0,18,16,23,16,16,0,7,105,0,0,3,0,4,4,4,3,3,22
5107009,0,4,25,17,5,10,7,3,3,69,0,0,8,4,4,0,0,0,0,19,3,3,9,3,7,6,3,3,0,36,0,0,5,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,7,12,43,22,26,15,16,3,0,151,3,7,28,15,14,3,4,0,3,79,0,0,3,0,0,3,0,0,0,9,0,0,4,3,11,6,4,8,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,11,5,9,41,20,31,13,20,4,3,143,8,15,56,30,16,14,17,3,4,149,0,0,12,4,4,3,0,0,0,28,0,5,11,4,22,12,8,6,3,75,0,0,5,0,3,0,0,0,0,10
5107010,3,6,29,10,5,6,3,0,0,56,0,0,3,3,3,0,0,0,0,10,0,3,6,10,5,4,4,4,0,32,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,8,38,16,18,13,16,3,0,115,3,10,21,16,7,9,4,0,0,73,0,0,0,3,4,3,0,0,0,12,0,0,4,0,0,6,5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,12,3,11,25,19,17,24,10,4,0,116,3,16,48,18,11,12,10,0,0,124,0,3,7,10,3,3,0,0,0,25,0,5,7,5,6,13,9,4,0,47,0,0,0,0,4,0,3,0,0,10
5107011,3,4,19,10,13,9,4,0,3,65,0,3,3,3,3,0,0,0,0,20,0,0,5,6,3,5,4,0,0,28,0,0,0,0,0,3,4,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,7,32,23,20,14,18,4,3,126,3,8,25,10,10,6,5,0,0,69,0,0,3,0,7,5,0,0,0,9,0,0,0,7,3,3,7,0,0,28,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,8,28,14,21,21,22,3,0,123,3,8,43,25,20,11,12,4,0,129,0,6,10,3,13,5,0,0,0,26,0,0,7,12,9,15,16,0,0,60,0,0,0,0,3,3,6,3,0,13
5107012,0,10,14,14,9,11,9,4,0,72,4,0,8,0,0,3,3,0,0,16,0,6,3,13,8,8,8,3,0,45,0,0,4,3,0,0,0,0,0,9,0,0,0,0,0,0,7,0,3,10,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,3,0,0,11,3,24,34,33,20,22,18,7,3,164,3,11,18,21,8,13,6,3,3,79,0,0,3,3,3,4,0,0,0,17,0,4,3,4,3,5,7,7,0,26,0,3,3,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,13,3,17,28,28,16,24,16,12,6,154,4,24,37,39,20,22,13,4,3,156,4,0,7,3,3,6,3,0,0,35,0,10,11,16,10,10,13,4,0,71,0,3,10,3,3,3,3,0,0,17
5107013,0,3,14,21,5,10,5,0,0,58,0,0,5,0,0,3,0,0,0,15,0,0,3,8,7,8,3,0,0,30,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,21,24,12,20,11,4,3,108,0,10,20,20,4,11,3,0,0,70,0,0,0,5,7,3,4,0,0,16,0,0,3,3,5,6,3,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,26,22,19,20,8,4,3,118,0,13,32,36,9,19,9,0,3,122,0,0,10,5,9,3,4,0,0,30,0,3,9,10,9,14,3,3,0,50,0,0,0,0,0,0,3,0,0,5
5107014,7,16,34,25,14,18,3,0,3,122,0,0,3,5,3,4,0,0,0,16,4,0,6,12,9,17,4,0,0,54,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,4,0,0,4,4,4,0,4,0,18,16,17,44,44,39,47,12,4,4,226,8,13,35,35,21,21,7,0,0,135,0,0,5,3,4,9,0,0,0,26,0,3,3,8,10,23,8,3,0,58,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,4,0,0,16,8,14,46,56,41,53,14,10,3,243,12,28,66,64,40,41,7,3,3,259,0,0,14,7,8,12,0,0,0,40,5,3,7,16,26,40,14,3,0,113,0,0,0,3,0,0,3,3,3,15
