SA1_7DIGITCODE_2016,M_15_19_Marr_a_reg_marr,M_15_19_Marr_a_de_facto_marr,M_15_19_yr_N_married,M_15_19_yr_Tot,M_20_24_Marr_a_reg_marr,M_20_24_Marr_a_de_facto_marr,M_20_24_yr_N_married,M_20_24_yr_Tot,M_25_34_Marr_a_reg_marr,M_25_34_Marr_a_de_facto_marr,M_25_34_yr_N_married,M_25_34_yr_Tot,M_35_44_Marr_a_reg_marr,M_35_44_Marr_a_de_facto_marr,M_35_44_yr_N_married,M_35_44_yr_Tot,M_45_54_Marr_a_reg_marr,M_45_54_Marr_a_de_facto_marr,M_45_54_yr_N_married,M_45_54_yr_Tot,M_55_64_Marr_a_reg_marr,M_55_64_Marr_a_de_facto_marr,M_55_64_yr_N_married,M_55_64_yr_Tot,M_65_74_Marr_a_reg_marr,M_65_74_Marr_a_de_facto_marr,M_65_74_yr_N_married,M_65_74_yr_Tot,M_75_84_Marr_a_reg_marr,M_75_84_Marr_a_de_facto_marr,M_75_84_yr_N_married,M_75_84_yr_Tot,M_85_over_Marr_a_reg_marr,M_85_Marr_a_de_facto_marr,M_85_yr_over_N_married,M_85_yr_over_Tot,M_Tot_Marr_a_reg_marr,M_Tot_Marr_a_de_facto_marr,M_Tot_N_married,M_Tot_Tot,F_15_19_Marr_a_reg_marr,F_15_19_Marr_a_de_facto_marr,F_15_19_yr_N_married,F_15_19_yr_Tot,F_20_24_Marr_a_reg_marr,F_20_24_Marr_a_de_facto_marr,F_20_24_yr_N_married,F_20_24_yr_Tot,F_25_34_Marr_a_reg_marr,F_25_34_Marr_a_de_facto_marr,F_25_34_yr_N_married,F_25_34_yr_Tot,F_35_44_Marr_a_reg_marr,F_35_44_Marr_a_de_facto_marr,F_35_44_yr_N_married,F_35_44_yr_Tot,F_45_54_Marr_a_reg_marr,F_45_54_Marr_a_de_facto_marr,F_45_54_yr_N_married,F_45_54_yr_Tot,F_55_64_Marr_a_reg_marr,F_55_64_Marr_a_de_facto_marr,F_55_64_yr_N_married,F_55_64_yr_Tot,F_65_74_Marr_a_reg_marr,F_65_74_Marr_a_de_facto_marr,F_65_74_yr_N_married,F_65_74_yr_Tot,F_75_84_Marr_a_reg_marr,F_75_84_Marr_a_de_facto_marr,F_75_84_yr_N_married,F_75_84_yr_Tot,F_85_over_Marr_a_reg_marr,F_85_Marr_a_de_facto_marr,F_85_yr_over_N_married,F_85_yr_over_Tot,F_Tot_Marr_a_reg_marr,F_Tot_Marr_a_de_facto_marr,F_Tot_N_married,F_Tot_Tot,P_15_19_Marr_a_reg_marr,P_15_19_Marr_a_de_facto_marr,P_15_19_yr_N_married,P_15_19_yr_Tot,P_20_24_Marr_a_reg_marr,P_20_24_Marr_a_de_facto_marr,P_20_24_yr_N_married,P_20_24_yr_Tot,P_25_34_Marr_a_reg_marr,P_25_34_Marr_a_de_facto_marr,P_25_34_yr_N_married,P_25_34_yr_Tot,P_35_44_Marr_a_reg_marr,P_35_44_Marr_a_de_facto_marr,P_35_44_yr_N_married,P_35_44_yr_Tot,P_45_54_Marr_a_reg_marr,P_45_54_Marr_a_de_facto_marr,P_45_54_yr_N_married,P_45_54_yr_Tot,P_55_64_Marr_a_reg_marr,P_55_64_Marr_a_de_facto_marr,P_55_64_yr_N_married,P_55_64_yr_Tot,P_65_74_Marr_a_reg_marr,P_65_74_Marr_a_de_facto_marr,P_65_74_yr_N_married,P_65_74_yr_Tot,P_75_84_Marr_a_reg_marr,P_75_84_Marr_a_de_facto_marr,P_75_84_yr_N_married,P_75_84_yr_Tot,P_85_over_Marr_a_reg_marr,P_85_Marr_a_de_facto_marr,P_85_yr_over_N_married,P_85_yr_over_Tot,P_Tot_Marr_a_reg_marr,P_Tot_Marr_a_de_facto_marr,P_Tot_N_married,P_Tot_Tot
5100235,0,0,22,22,0,4,9,7,3,4,7,19,14,6,4,16,14,14,7,34,13,0,10,28,19,0,11,24,9,0,0,10,0,0,0,0,70,27,75,169,0,0,12,16,0,3,7,9,8,5,5,18,6,4,13,31,15,7,17,36,12,5,13,32,16,3,6,24,8,0,0,8,0,0,3,3,72,26,82,182,0,0,36,36,0,8,9,23,14,8,15,41,18,9,15,49,23,13,24,66,29,3,31,60,33,0,14,54,19,0,4,21,0,0,3,7,141,57,158,354
5100236,0,0,15,16,0,3,3,11,3,3,6,8,16,9,9,33,14,0,6,18,8,0,6,15,16,0,5,22,7,0,0,3,3,0,0,3,68,24,50,144,0,0,11,11,0,5,5,8,11,3,8,21,15,8,16,38,11,7,11,27,14,0,7,27,11,0,8,23,6,0,4,11,0,0,3,4,72,27,83,180,0,0,27,29,0,7,12,17,13,7,16,34,28,16,29,76,27,11,15,50,28,3,11,45,34,3,16,45,9,0,8,16,3,0,3,9,137,54,133,318
5100237,0,0,12,12,0,0,3,3,4,0,5,9,5,4,6,10,9,0,5,14,29,0,5,38,12,3,0,17,6,0,4,11,3,0,0,4,77,13,38,126,0,0,13,13,0,0,3,3,3,3,7,14,5,6,3,16,15,0,10,26,27,0,14,40,15,0,14,28,5,0,5,8,0,0,5,9,77,9,76,160,0,0,25,25,0,0,8,11,10,3,11,23,12,5,11,28,25,3,16,44,57,3,21,75,27,4,17,44,11,0,7,20,8,0,3,11,151,19,115,286
5100238,0,0,16,16,0,0,4,4,7,5,7,13,16,0,6,23,10,0,11,15,14,0,5,20,15,0,3,17,9,0,3,11,0,0,0,4,66,9,49,120,0,0,8,8,0,3,0,3,4,0,3,11,12,0,9,19,18,0,5,24,20,0,5,20,14,0,0,12,3,0,6,8,3,0,8,10,72,4,37,120,0,0,26,26,0,4,4,10,14,6,7,21,22,4,14,36,31,0,14,40,33,0,8,41,25,0,5,33,10,0,11,20,4,0,6,9,138,13,90,240
5100239,0,0,10,10,0,0,3,6,0,0,7,9,3,0,3,10,13,0,5,15,13,0,4,17,13,0,7,12,4,0,0,4,0,0,0,5,42,4,33,80,0,0,6,6,0,0,0,0,3,0,0,4,8,0,3,15,15,0,10,23,5,0,5,17,12,3,4,17,5,0,0,4,0,0,0,4,44,5,30,86,0,0,16,16,0,0,6,6,7,3,9,13,13,5,7,22,23,0,11,39,17,0,12,31,21,3,7,30,7,0,3,9,4,0,4,3,90,14,65,170
5100240,0,0,15,15,0,0,3,10,4,12,9,29,13,4,3,16,8,4,3,15,8,0,4,15,10,4,7,21,4,3,3,11,0,0,0,0,49,28,48,123,0,0,9,9,0,3,3,8,10,7,6,24,9,4,10,25,11,6,5,21,12,3,7,19,10,0,9,16,7,0,3,7,0,0,0,0,54,25,52,135,0,0,21,21,0,5,12,18,13,21,17,50,23,9,12,42,15,11,10,32,22,7,13,39,22,3,12,36,8,3,4,17,0,0,0,0,105,52,107,259
5100241,0,0,10,10,0,0,5,9,9,5,10,20,11,6,3,16,12,8,3,22,8,4,3,15,21,0,0,19,5,0,0,7,4,0,0,4,67,23,41,131,0,0,11,17,0,0,9,7,4,3,9,17,11,7,12,30,9,0,9,23,11,3,13,28,18,0,0,17,7,0,7,10,0,0,3,0,71,20,74,161,0,0,29,24,0,3,14,16,14,7,15,41,22,16,15,51,21,8,13,44,28,5,16,46,31,0,0,37,14,0,6,23,5,0,3,5,137,45,109,292
5100243,0,0,21,23,0,0,10,10,13,0,4,21,17,3,3,24,26,3,10,40,18,0,0,25,7,0,5,12,3,0,0,4,0,0,3,0,82,15,57,149,0,0,20,19,0,3,8,7,14,0,9,23,19,3,7,28,22,3,11,33,20,3,10,24,8,0,3,11,3,0,0,4,0,0,0,0,85,13,65,165,0,5,41,47,0,3,12,18,25,7,13,42,38,7,5,47,46,3,22,70,41,3,7,46,11,0,7,22,8,0,3,10,0,0,3,3,167,27,122,313
5100244,0,0,22,22,0,0,8,14,4,5,8,16,15,3,6,25,25,3,4,32,14,3,6,20,14,0,0,20,3,0,0,6,3,0,0,3,81,22,58,153,0,0,23,23,0,0,10,13,13,7,6,26,22,5,10,41,22,0,13,39,10,3,4,23,11,0,4,15,0,0,3,3,0,0,3,0,86,22,78,186,0,0,53,53,0,3,20,22,13,17,11,45,42,13,12,66,45,8,14,63,24,10,12,42,27,0,6,32,3,0,5,9,3,0,3,8,160,43,141,339
5100246,0,0,4,4,0,0,8,10,0,0,0,0,5,0,0,5,6,3,0,14,11,4,3,14,7,0,0,8,4,3,0,7,0,0,0,0,39,11,20,65,0,0,0,0,0,0,5,8,0,0,0,0,5,0,0,9,16,3,5,22,7,3,6,10,8,0,0,16,5,0,6,7,0,0,0,0,48,5,20,78,0,0,6,6,3,3,12,14,0,0,5,3,10,0,0,13,19,3,7,29,15,5,6,25,24,0,3,21,9,3,6,21,0,0,0,0,82,18,41,137
5100247,0,0,5,5,0,0,0,0,3,3,3,7,3,0,3,8,16,3,3,21,20,0,7,31,25,0,3,28,19,0,0,18,6,0,0,4,90,8,22,122,0,0,5,5,0,0,4,4,3,3,3,10,11,3,3,19,18,3,4,25,31,0,3,32,20,0,4,28,18,0,0,15,0,0,5,5,92,16,36,147,0,0,9,9,0,0,5,5,10,4,8,16,10,3,7,26,29,7,5,45,50,0,12,61,42,3,8,56,31,3,0,35,4,0,7,14,186,20,60,271
5100249,0,0,11,11,0,0,3,3,3,3,3,6,6,0,5,10,9,0,5,13,6,0,0,8,14,0,0,14,3,0,0,8,7,0,0,7,43,5,23,75,0,0,5,5,0,0,0,4,3,5,5,14,8,0,3,10,9,0,5,17,8,0,4,18,11,0,0,10,8,0,0,7,3,0,5,5,46,4,38,92,0,0,15,15,0,0,3,3,8,8,6,22,10,0,7,23,19,3,6,31,18,0,10,23,22,0,0,27,10,0,3,10,8,0,5,14,95,13,57,166
5100250,0,0,11,11,0,0,0,0,0,3,0,6,12,3,3,19,14,3,0,16,14,3,0,23,11,0,0,11,8,0,0,5,0,0,0,3,61,12,23,95,0,0,10,11,0,0,3,3,5,3,3,13,12,3,8,16,21,0,0,21,14,3,0,21,10,0,4,14,7,0,6,12,0,0,0,0,57,14,33,108,0,0,16,18,0,0,3,3,4,5,9,17,24,6,12,35,31,4,4,38,30,11,6,41,24,0,4,24,8,0,6,14,0,0,0,3,121,29,53,200
5100251,0,0,3,3,0,0,3,3,0,3,0,9,3,3,5,13,7,3,4,16,10,0,3,15,7,0,3,8,5,0,0,5,4,0,0,0,48,10,26,78,0,0,11,11,0,0,6,5,3,3,4,12,6,0,5,16,11,0,7,15,8,0,4,20,9,0,3,9,5,0,0,6,0,0,3,3,41,6,49,98,0,0,13,13,0,0,6,12,7,4,3,18,13,4,9,27,15,5,13,35,24,0,9,31,10,0,7,19,12,0,0,15,3,0,4,7,88,16,72,172
5100252,0,0,4,4,0,0,0,0,3,0,3,8,11,4,0,16,12,6,0,16,16,0,3,14,12,0,3,8,9,0,0,9,0,0,0,0,59,10,18,84,0,0,10,10,0,0,0,0,6,0,0,8,15,4,3,22,13,3,3,14,11,0,0,10,13,0,3,18,4,0,0,8,0,0,3,3,64,11,26,97,0,0,11,11,0,3,0,4,9,0,4,17,25,5,3,34,23,7,3,30,21,0,7,27,24,0,4,27,17,0,0,19,0,0,3,4,122,21,40,182
5100253,0,0,15,15,0,0,10,10,24,16,6,48,39,11,3,47,16,3,4,26,18,3,0,23,12,0,3,20,4,0,0,3,0,0,0,0,104,36,43,187,0,0,25,25,5,7,7,22,35,18,13,57,40,6,20,65,17,6,16,43,15,0,12,25,13,0,7,19,0,0,0,3,0,0,0,0,117,38,101,257,0,0,41,41,5,8,19,27,54,31,21,102,76,19,23,114,31,15,23,66,35,4,14,54,25,4,6,38,7,0,0,10,0,0,0,0,221,78,145,445
5100254,0,0,3,3,0,0,0,0,0,3,9,7,0,0,3,0,8,0,6,17,8,0,10,20,16,0,4,18,3,0,0,9,0,0,0,4,39,8,36,80,0,0,3,3,0,0,3,5,0,0,5,6,4,4,11,17,6,5,5,18,13,0,4,22,3,0,3,10,4,0,6,9,3,0,0,5,35,11,37,89,0,0,3,3,0,0,3,8,0,7,8,15,8,4,10,17,16,6,10,35,25,3,10,40,19,0,11,30,10,0,5,20,3,0,4,5,77,13,74,166
5100255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,8,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,7,9,20
5100256,0,0,4,4,0,4,17,16,4,5,8,17,3,3,4,9,8,0,9,21,4,0,5,13,9,0,9,16,9,0,0,7,3,0,0,5,37,20,57,116,0,0,6,6,0,4,3,12,9,3,5,14,4,0,6,15,10,4,11,17,4,0,7,16,16,0,11,22,5,0,20,19,0,0,6,6,38,16,76,127,0,0,11,11,0,15,16,30,9,12,16,36,6,3,17,21,20,6,18,40,13,0,15,27,24,0,13,41,9,0,20,29,3,0,3,10,78,37,126,244
5100257,0,0,16,16,0,0,3,6,3,3,0,12,16,0,0,22,24,5,0,24,10,0,0,11,14,0,0,14,0,0,0,3,0,0,0,0,67,16,23,98,0,0,14,14,0,0,7,5,11,3,0,13,20,3,3,28,19,3,0,26,16,0,4,16,11,0,0,9,0,0,0,3,0,0,0,0,67,11,28,110,0,0,28,28,0,0,5,13,11,10,0,21,40,4,3,47,38,11,0,54,27,0,7,28,20,0,0,19,0,4,0,3,0,0,0,0,134,25,53,213
5100258,0,0,8,8,0,0,12,12,11,3,0,19,13,4,4,27,10,0,3,9,5,0,3,11,10,0,3,6,0,0,3,3,0,0,0,0,52,15,30,99,0,0,9,9,0,0,4,9,9,5,3,18,21,7,7,29,13,4,4,20,6,0,3,12,6,0,0,13,0,0,0,0,0,0,0,0,52,11,36,101,0,0,22,22,0,0,14,20,23,9,4,35,36,7,10,56,14,3,6,28,16,0,9,21,11,0,3,20,0,0,3,3,0,0,0,0,102,29,69,201
5100259,0,0,9,8,0,0,15,11,8,9,9,24,15,4,6,29,21,0,0,21,10,4,0,12,15,0,0,19,4,0,0,8,0,0,0,0,72,18,43,135,0,0,10,10,0,8,3,12,8,3,4,19,20,8,5,26,17,0,4,22,14,4,3,17,11,0,0,16,3,0,0,5,0,0,0,0,75,24,31,130,0,0,21,21,0,9,17,23,14,13,9,41,34,11,11,53,33,5,6,44,17,7,8,33,26,3,0,29,10,0,3,8,0,0,0,0,142,43,78,257
5100260,0,0,0,0,0,0,0,4,0,0,3,5,0,3,4,6,0,0,0,0,3,0,3,9,23,0,9,33,15,0,10,29,7,3,0,12,47,9,29,90,0,0,0,0,0,3,0,3,0,3,6,4,0,0,3,7,0,0,5,8,10,0,4,17,16,0,7,27,10,3,20,40,6,0,11,14,51,13,63,118,0,0,0,0,0,6,3,8,3,0,3,14,3,4,5,8,0,0,5,10,18,0,10,25,40,0,17,58,26,6,32,61,8,3,14,27,99,23,88,208
5100261,0,0,19,19,0,3,4,5,3,3,12,18,15,12,3,25,15,0,3,20,7,0,0,13,7,0,3,10,4,0,0,4,0,0,0,0,55,15,45,119,0,0,13,13,0,3,7,8,10,6,7,21,23,6,4,37,13,3,6,25,13,0,0,10,7,0,0,7,0,0,4,4,0,0,0,0,60,18,49,127,0,0,34,34,0,9,8,20,13,11,17,40,40,18,13,67,28,3,10,45,21,0,3,27,15,0,3,21,4,0,4,4,0,0,0,0,122,34,94,250
5100262,0,0,4,4,0,0,0,3,3,0,6,11,10,0,0,11,12,0,0,15,7,3,0,8,13,0,0,12,5,0,0,11,0,0,0,0,49,10,28,82,0,0,7,7,0,0,3,3,8,4,5,12,9,0,8,16,11,3,4,21,11,0,7,20,7,0,4,11,4,0,3,11,0,0,0,0,56,5,39,104,0,0,15,15,0,0,8,4,11,5,8,24,20,0,6,31,25,3,3,32,15,3,9,31,21,0,5,25,11,0,5,25,0,0,0,0,108,12,64,190
5100263,0,0,16,16,0,0,4,4,0,0,0,4,13,0,0,15,28,0,0,29,12,4,0,19,17,0,0,17,0,0,0,3,0,0,0,0,64,7,30,107,0,0,15,15,0,0,3,3,4,0,0,4,15,3,0,18,34,7,3,46,10,0,0,11,6,0,0,6,3,0,3,4,0,0,0,0,75,9,22,106,0,0,35,35,0,0,11,11,4,3,3,13,31,4,0,32,58,6,3,69,25,5,0,32,24,0,0,24,3,0,0,8,0,0,0,0,145,16,56,212
5100264,0,0,15,15,0,0,3,5,0,9,3,11,7,0,0,9,8,3,4,18,10,0,3,13,10,0,0,18,4,0,0,7,0,0,0,0,40,13,32,86,0,0,8,9,0,3,0,4,3,4,6,10,9,3,3,10,12,3,5,24,9,0,6,16,8,0,3,9,0,0,7,12,0,0,4,4,43,16,38,96,0,0,22,24,0,0,3,8,3,8,6,20,13,4,3,23,19,10,6,34,17,0,8,28,25,0,3,30,6,0,14,19,0,0,3,3,81,32,69,182
5100265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,12,52,7,12,65,26,0,4,27,5,0,3,9,83,5,24,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,15,35,49,3,26,78,21,0,22,43,0,0,4,4,87,9,70,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,34,0,15,48,100,10,38,146,43,5,27,73,5,0,6,16,178,16,89,280
5100266,0,0,12,12,0,4,9,12,18,11,11,39,22,3,3,26,10,4,3,11,6,0,4,10,11,0,0,11,3,0,0,3,0,0,0,0,72,21,37,131,0,0,11,11,4,6,9,19,24,14,8,42,19,7,11,39,10,5,0,13,14,0,9,15,11,0,4,16,0,0,0,0,0,0,0,0,77,31,52,164,0,0,26,26,4,9,17,30,40,25,18,83,41,15,8,65,16,5,4,28,22,0,9,29,20,0,4,28,3,0,0,3,0,0,0,0,151,53,92,295
5100267,0,0,12,12,0,3,4,9,9,3,4,20,24,0,5,32,10,0,3,17,8,0,3,8,17,0,4,22,14,0,0,14,0,0,0,0,84,12,32,128,0,0,16,14,0,0,0,4,22,9,4,41,19,0,14,37,14,0,19,28,8,0,9,18,18,0,3,26,4,0,3,6,0,0,0,0,89,16,68,172,0,0,25,29,0,4,11,16,36,14,8,57,42,5,15,64,27,0,18,49,19,0,13,27,32,0,6,43,12,0,3,18,0,0,0,0,174,28,102,305
5100268,0,0,12,12,0,0,5,4,16,12,6,28,17,4,9,22,9,7,4,15,12,0,0,12,9,0,0,13,3,0,0,3,0,0,0,0,62,17,29,104,0,0,7,7,4,4,7,14,13,10,14,34,11,4,10,30,20,0,0,23,6,0,5,17,8,0,0,7,3,0,0,3,0,0,0,0,69,22,48,140,0,0,17,17,4,4,7,15,27,16,17,59,30,7,14,51,22,11,4,34,17,0,5,25,16,0,6,19,7,0,0,7,0,0,0,0,131,38,72,246
5100269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3
5100270,0,0,3,3,0,0,3,3,0,0,0,3,3,0,3,10,10,0,0,11,8,0,0,8,18,3,0,17,0,0,3,3,0,0,0,0,38,3,13,58,0,0,3,3,0,0,0,5,0,0,0,3,6,0,0,9,9,0,0,7,11,4,0,16,12,0,0,16,0,0,0,0,0,0,0,0,43,5,9,56,0,0,8,8,0,0,4,9,0,0,3,6,9,0,3,17,15,0,0,19,20,4,0,22,28,3,0,32,3,0,3,8,0,0,0,0,81,10,26,116
5100271,0,0,3,3,0,0,0,0,0,0,4,5,3,6,0,6,3,0,3,7,14,0,0,18,10,0,0,14,7,0,0,8,0,0,0,3,40,5,21,59,0,0,4,4,0,0,0,0,0,0,0,4,4,4,3,13,8,0,0,9,11,0,3,17,10,0,0,9,3,0,0,3,0,0,0,0,38,5,15,58,0,0,10,10,0,0,0,0,3,0,6,10,7,3,3,15,10,0,3,18,32,0,4,36,16,0,3,22,9,0,0,8,0,0,0,0,75,7,34,115
5100272,0,0,25,25,0,4,13,14,13,15,14,39,46,19,7,65,23,9,7,35,31,4,6,36,21,0,3,25,6,0,0,6,0,0,0,0,137,48,68,256,0,0,19,19,0,8,10,15,38,22,13,65,39,21,10,70,31,7,11,49,27,0,11,35,17,3,4,28,3,0,0,3,0,0,0,0,156,55,78,290,0,0,42,42,0,8,18,34,51,37,21,111,80,32,21,135,55,11,13,80,50,8,15,78,38,3,6,50,7,0,0,10,0,0,0,0,296,105,141,540
5100273,0,0,4,4,0,0,6,6,0,0,3,3,8,0,0,8,4,3,0,8,8,0,3,13,3,0,0,3,0,0,0,3,0,0,3,3,21,3,26,53,0,0,9,9,0,0,5,5,3,3,3,5,4,0,0,8,7,0,0,9,8,0,0,9,0,0,4,3,0,0,3,3,0,0,0,0,25,4,25,47,0,0,10,10,0,0,10,10,3,3,3,13,7,0,3,14,13,3,3,17,20,0,7,20,6,0,4,8,0,0,0,8,0,0,3,3,47,6,45,100
5100274,0,0,3,3,0,0,3,3,8,3,0,14,15,0,0,14,5,0,3,12,6,0,0,8,3,0,0,7,0,0,0,0,0,0,0,0,41,6,17,61,0,0,8,8,0,0,3,3,9,8,0,21,17,0,4,22,8,4,4,11,7,0,6,8,3,0,3,3,3,0,0,3,0,0,0,0,45,14,20,81,0,0,6,6,0,0,8,8,14,8,3,32,28,5,3,37,13,5,5,22,17,0,6,17,8,0,5,10,3,0,0,3,0,0,0,0,81,17,35,137
5100275,0,0,13,13,0,0,3,3,3,3,10,20,16,4,7,25,9,4,9,21,16,4,12,36,17,0,3,17,5,0,4,11,0,0,7,9,71,17,66,154,0,0,10,10,0,0,4,3,5,4,5,20,15,3,3,20,17,0,9,32,12,0,7,24,12,0,9,20,3,0,6,14,0,0,8,8,75,17,61,153,0,0,23,23,0,3,8,14,12,10,15,39,23,4,10,43,32,8,14,50,34,3,19,56,25,3,11,38,10,0,13,24,4,0,15,18,145,29,129,304
5100276,0,0,11,11,0,0,8,13,4,9,10,21,21,4,0,20,19,0,4,21,6,4,0,9,13,0,0,13,0,0,0,3,0,0,0,0,62,16,30,107,0,0,16,16,0,3,4,7,12,10,0,19,14,0,7,23,14,6,7,28,8,0,6,18,6,0,3,17,0,0,0,3,0,0,0,0,60,21,53,128,0,0,27,27,3,4,12,15,16,15,12,39,34,3,7,45,32,5,9,51,17,3,9,23,20,4,7,31,0,0,4,3,0,0,0,0,124,38,85,242
5100277,0,0,3,3,0,0,8,6,3,0,3,10,8,0,7,7,7,0,4,12,5,3,0,6,14,4,0,16,4,0,0,4,0,0,0,0,34,13,17,67,0,0,3,3,0,0,3,4,8,3,3,10,6,3,0,11,6,0,3,9,10,0,0,14,8,0,4,10,0,0,0,3,0,0,0,0,39,11,14,64,0,0,6,6,0,0,7,14,8,4,3,16,9,3,3,20,10,0,9,24,15,3,0,22,19,3,4,30,7,0,0,5,0,0,0,0,73,23,36,126
5100278,0,0,8,8,0,0,10,12,0,5,5,9,9,3,3,17,3,3,3,17,3,0,0,7,6,0,3,8,0,0,0,3,0,0,0,0,29,20,40,79,0,0,16,12,0,3,7,10,5,6,7,20,5,3,8,13,7,3,3,9,3,0,9,13,3,0,3,11,3,0,0,3,0,0,0,0,30,19,48,89,0,0,24,25,3,3,13,21,4,12,10,28,14,10,10,31,7,11,4,22,8,3,9,17,13,0,6,17,4,0,0,7,0,0,0,0,52,37,83,175
5100279,0,0,12,12,0,3,8,9,3,6,8,14,11,3,9,16,4,3,5,14,9,3,11,26,7,0,5,14,3,0,4,11,0,0,0,5,44,13,63,123,0,3,4,10,0,0,3,3,5,4,4,12,6,3,5,21,7,0,6,17,12,0,19,27,10,0,11,21,4,0,13,19,0,0,4,4,44,13,66,128,0,3,17,22,0,3,14,14,11,8,15,32,18,7,15,38,13,8,10,31,18,4,29,51,16,3,18,28,8,0,19,24,0,0,6,12,91,24,134,251
5100280,0,0,24,24,0,0,8,10,3,6,3,11,14,6,3,18,16,4,7,32,10,0,0,18,6,0,0,3,3,0,3,7,0,0,0,0,49,16,54,122,0,0,5,5,0,0,4,3,11,5,8,24,19,3,13,33,14,9,14,35,4,0,7,6,0,0,3,8,0,0,6,3,3,0,0,3,53,20,52,127,0,0,30,30,3,0,9,12,11,17,9,35,32,11,16,53,31,12,22,67,11,0,10,24,6,0,7,12,7,0,4,11,3,0,0,3,111,40,108,249
5100281,0,0,3,3,0,5,8,18,4,3,10,21,6,0,8,21,3,5,16,30,8,3,16,30,6,3,8,20,14,0,5,23,0,0,3,4,52,27,83,159,0,0,13,13,0,4,11,22,8,5,18,27,6,3,16,23,6,8,16,34,8,5,13,32,13,0,16,32,10,0,19,25,0,0,4,9,57,24,121,206,0,0,17,17,0,16,26,34,10,8,26,41,18,4,26,42,13,12,38,61,19,8,28,56,19,3,25,48,25,0,22,45,3,0,10,10,108,47,204,366
5100282,0,0,8,8,0,0,5,5,3,0,5,11,14,4,5,27,18,0,4,21,9,7,4,16,13,0,3,18,7,0,0,10,3,0,0,3,67,14,37,121,0,0,10,5,0,0,8,11,8,4,5,21,21,3,3,34,6,4,5,17,7,5,3,14,19,0,13,29,3,0,8,7,0,0,4,8,72,16,56,143,0,0,15,21,0,0,18,15,17,3,9,28,41,4,9,59,25,6,8,42,13,10,5,28,29,3,14,49,16,0,8,20,3,0,4,10,141,29,90,269
5100283,0,0,10,10,0,0,0,4,5,0,8,19,16,0,0,21,21,3,5,34,10,0,4,19,11,7,0,15,5,0,0,8,3,0,0,3,80,13,43,138,0,0,8,8,0,0,5,5,10,0,4,19,20,8,4,25,26,3,0,30,17,0,3,24,6,3,5,11,6,0,5,12,0,0,0,4,86,12,45,145,0,0,20,20,0,0,7,10,20,0,15,36,34,8,4,41,46,12,10,65,32,3,10,43,19,8,9,28,13,0,10,20,6,0,0,5,166,32,81,279
5100301,0,0,3,3,0,0,0,0,4,0,7,12,9,0,4,13,5,0,3,9,5,0,3,9,3,0,0,7,3,0,0,3,0,0,0,0,28,3,24,47,0,0,0,0,0,0,5,5,3,0,0,8,3,0,5,9,8,0,3,10,5,0,3,8,3,0,3,7,0,0,4,4,0,0,0,0,26,3,23,53,0,0,4,4,0,0,5,5,6,3,7,12,12,0,7,23,15,0,7,22,15,0,5,16,8,0,9,13,3,0,4,3,0,0,0,0,58,3,41,102
5100302,0,0,3,3,0,0,0,0,9,3,3,11,19,3,3,23,13,3,0,17,3,0,7,8,3,3,0,5,0,0,0,4,0,0,0,0,45,10,17,76,0,0,3,3,0,0,0,0,8,4,3,14,29,3,3,34,7,3,5,13,6,0,3,12,3,0,0,4,0,0,0,4,0,0,0,0,49,8,20,86,0,0,4,4,0,0,3,5,13,7,5,31,43,5,8,56,19,3,7,30,10,0,10,18,5,3,4,10,0,0,0,4,0,0,3,3,99,24,43,156
5100303,0,0,9,9,0,0,3,3,3,3,7,13,8,0,0,5,9,8,6,23,21,3,9,27,20,3,8,27,7,0,3,7,0,0,0,3,60,13,49,116,0,0,3,3,0,0,0,0,0,0,6,5,6,3,0,6,22,4,3,31,13,6,3,24,19,0,13,30,0,0,3,0,0,0,0,0,60,10,32,103,0,0,14,14,0,0,3,3,3,3,9,20,9,3,0,12,35,7,15,55,29,10,14,52,38,0,15,53,3,0,3,10,0,0,0,3,120,26,76,226
