SA1_7DIGITCODE_2016,Preschool_M,Preschool_F,Preschool_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infants_Prim_Other_Non_Govt_M,Infants_Prim_Other_Non_Govt_F,Infants_Prim_Other_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tech_Ftime_stud_15_24_yr_M,Tech_Ftime_stud_15_24_yr_F,Tech_Ftime_stud_15_24_yr_P,Tech_Ftime_stud_25_yr_over_M,Tech_Ftime_stud_25_yr_over_F,Tech_Ftime_stud_25_yr_over_P,Tech_Ptime_stud_15_24_yr_M,Tech_Ptime_stud_15_24_yr_F,Tech_Ptime_stud_15_24_yr_P,Tech_Ptime_stud_25_yr_over_M,Tech_Ptime_stud_25_yr_over_F,Tech_Ptime_stud_25_yr_over_P,Tech_Full_Ptime_stud_st_ns_M,Tech_Full_Ptime_stud_st_ns_F,Tech_Full_Ptime_stud_st_ns_P,Tech_Furth_Educ_Instit_Tot_M,Tech_Furth_Educ_Instit_Tot_F,Tech_Furth_Educ_Instit_Tot_P,Uni_oth_Inst_Ft_stu_15_24_M,Uni_oth_Inst_Ft_stu_15_24_F,Uni_oth_Inst_Ft_stu_15_24_P,Uni_oth_Instit_Ft_stu_25_M,Uni_oth_Instit_Ft_stu_25_F,Uni_oth_Instit_Ft_stu_25_P,Uni_oth_Instit_Pt_stu_15_24_M,Uni_oth_Instit_Pt_stu_15_24_F,Uni_oth_Instit_Pt_stu_15_24_P,Uni_oth_Instit_Pt_stu_25_M,Uni_oth_Instit_Pt_stu_25_F,Uni_oth_Instit_Pt_stu_25_P,Uni_oth_Inst_F_Pt_stu_st_ns_M,Uni_oth_Inst_F_Pt_stu_st_ns_F,Uni_oth_Inst_F_Pt_stu_st_ns_P,Uni_oth_Inst_Tot_M,Uni_oth_Inst_Tot_F,Uni_oth_Inst_Tot_P,Oth_type_Edu_inst_Ftime_stu_M,Oth_type_Edu_inst_Ftime_stu_F,Oth_type_Edu_inst_Ftime_stu_P,Oth_type_Edu_inst_Ptime_stu_M,Oth_type_Edu_inst_Ptime_stu_F,Oth_type_Edu_inst_Ptime_stu_P,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_M,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_F,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_P,Oth_type_educ_institut_Tot_M,Oth_type_educ_institut_Tot_F,Oth_type_educ_institut_Tot_P,Type_educ_institution_ns_M,Type_educ_institution_ns_F,Type_educ_institution_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
5100260,0,0,0,0,3,5,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,18,0,0,3,16,13,33
5100261,4,3,8,14,14,33,3,3,9,0,3,3,22,20,42,22,13,34,3,7,5,3,5,9,25,22,45,0,3,5,0,0,0,5,0,5,0,3,3,0,0,0,4,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,17,0,0,0,65,58,122
5100262,0,0,4,4,7,12,6,3,12,3,0,7,17,14,29,4,7,5,3,0,3,0,4,4,8,10,13,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,11,14,0,0,0,31,35,66
5100263,0,0,0,0,0,0,3,4,14,15,11,26,26,15,35,3,3,5,3,9,10,18,17,38,24,23,52,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,7,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,9,9,13,4,0,4,59,52,119
5100264,0,0,0,5,6,19,4,0,4,0,0,0,11,6,17,8,0,9,5,3,4,5,0,8,15,3,23,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,4,6,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,0,3,3,5,4,10,0,0,0,35,33,68
5100265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,3,6,8
5100266,7,3,10,6,5,7,3,0,3,9,6,12,13,14,27,5,9,14,3,0,4,4,4,13,20,11,28,3,0,3,0,0,0,0,0,3,3,4,5,0,0,0,5,5,10,0,4,4,3,0,3,0,3,3,0,3,3,0,0,0,4,11,14,0,0,0,0,0,3,0,0,0,0,0,3,14,14,29,0,3,3,63,63,125
5100267,0,7,7,14,7,24,0,3,8,15,18,36,28,30,60,7,5,9,0,0,0,3,15,19,7,22,30,0,3,4,0,0,3,3,0,3,3,3,4,0,0,0,7,5,13,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,19,18,31,0,0,0,71,81,155
5100268,3,0,3,7,3,8,7,3,9,8,10,15,22,20,37,9,4,16,3,5,3,3,0,5,18,6,24,0,3,3,0,0,0,0,0,3,0,3,3,0,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,3,0,3,3,0,0,0,0,4,5,11,13,24,0,0,3,62,52,111
5100269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100270,0,0,0,0,0,0,0,0,0,3,4,10,3,9,11,0,0,0,0,0,0,4,0,3,8,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,10,18,0,3,3,26,19,43
5100271,0,0,0,0,0,3,4,0,3,4,0,4,8,6,14,0,0,0,3,3,5,3,3,3,8,3,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,13,31
5100272,13,9,20,43,52,97,9,3,15,4,12,14,57,64,124,24,25,52,0,3,4,8,0,6,33,35,66,3,3,6,0,4,3,3,3,3,3,6,10,0,0,0,5,15,22,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,8,0,0,0,9,4,11,0,0,0,9,3,12,19,14,35,0,0,0,138,155,290
5100273,0,0,0,3,8,12,0,0,0,0,0,3,3,10,17,6,4,5,4,0,7,3,0,3,12,3,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,0,0,0,20,21,43
5100274,0,6,6,10,13,17,7,6,7,5,4,7,16,19,32,3,0,4,0,0,0,0,7,3,3,6,8,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,4,5,15,0,0,0,27,49,79
5100275,0,3,3,9,8,21,0,4,4,0,3,3,10,18,23,10,8,16,3,0,5,0,8,6,14,12,26,0,0,3,0,0,0,0,0,0,0,4,4,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,16,15,32,0,0,3,47,60,107
5100276,3,0,3,21,14,30,8,3,6,0,0,3,23,14,41,8,13,21,3,9,10,3,9,10,13,28,45,0,0,0,0,0,0,3,0,3,3,0,5,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,9,0,0,0,0,3,3,0,0,0,0,3,3,3,5,8,0,0,0,48,64,109
5100277,0,0,0,3,3,7,0,0,0,0,4,4,5,4,8,4,0,7,0,0,0,3,0,3,6,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,3,3,4,4,14,0,0,0,21,19,38
5100278,0,9,7,9,8,12,3,0,3,4,3,7,11,15,29,8,10,11,0,4,3,3,0,3,7,8,17,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,3,0,0,3,0,0,0,3,3,6,7,5,13,0,0,0,39,44,87
5100279,0,3,3,7,4,20,3,0,3,3,0,6,20,7,24,5,4,13,0,3,3,0,0,4,11,10,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,10,5,15,0,3,3,34,40,77
5100280,0,3,3,11,22,33,0,6,5,3,4,6,18,26,50,21,16,33,0,0,3,10,3,8,26,15,48,0,0,0,0,0,0,3,0,3,3,0,6,0,0,0,3,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,17,23,43,0,0,3,75,82,156
5100281,5,0,4,16,12,24,0,3,3,3,3,10,22,18,34,4,8,15,4,0,4,0,0,0,11,8,21,0,3,3,0,3,8,4,0,5,0,0,0,0,0,0,7,11,17,0,3,3,0,3,3,0,3,3,0,3,4,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,3,20,31,57,0,0,0,66,82,140
5100282,0,0,0,20,8,26,3,3,3,0,0,0,28,8,36,11,8,21,3,0,4,0,5,7,15,15,29,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,3,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,3,0,3,37,57,94,3,0,4,82,96,170
5100283,4,5,6,18,15,29,3,3,4,7,6,10,23,17,40,9,9,13,3,7,13,6,3,7,19,18,31,0,0,0,0,0,0,6,0,6,0,0,4,0,0,0,6,5,7,0,3,3,0,0,0,0,0,0,0,8,8,0,0,0,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,10,5,18,0,3,4,61,65,125
5100301,0,0,0,4,9,19,0,4,4,0,0,0,4,11,18,0,0,0,0,0,5,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,8,11,14,0,0,0,17,37,51
5100302,7,3,12,15,13,29,6,3,11,3,4,6,25,18,46,5,3,7,3,3,5,0,0,0,11,4,14,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,5,0,8,5,0,5,0,0,0,0,0,0,0,3,3,0,0,0,5,3,5,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,52,45,90
5100303,0,0,0,7,0,7,3,3,4,4,4,7,12,8,13,0,0,3,5,3,8,4,0,9,12,5,20,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,27,24,53
5100304,0,3,6,4,5,12,0,0,3,3,0,3,10,12,22,9,3,10,0,3,3,3,0,3,11,10,19,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,18,27,0,0,0,37,45,82
5100305,4,0,3,10,9,18,0,0,3,7,6,16,20,25,41,5,4,6,3,0,3,0,0,3,11,4,13,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,7,20,0,3,3,45,41,86
5100306,3,0,0,5,9,10,3,6,9,5,3,10,14,15,30,9,13,19,3,7,9,4,11,14,16,27,46,0,3,3,0,0,0,3,0,3,0,3,3,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,13,7,26,0,0,0,51,57,115
5100307,8,0,8,13,8,15,4,3,5,0,3,3,13,15,25,9,0,7,0,0,4,3,7,11,17,10,28,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,8,7,18,0,0,0,44,42,91
5100308,4,3,8,13,3,16,3,3,8,7,9,11,20,12,37,5,4,16,4,4,14,7,4,7,17,16,33,0,0,0,0,0,3,0,0,3,3,0,3,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,5,5,0,0,0,0,3,3,0,0,0,0,3,3,9,6,20,0,0,0,59,52,109
5100310,4,3,6,9,19,32,9,5,9,0,3,9,20,27,45,10,3,15,3,5,8,3,0,3,13,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,6,0,0,0,0,3,6,25,23,54,22,15,31,84,91,170
5100311,3,0,3,7,15,17,11,0,12,3,0,3,18,14,31,6,0,8,9,4,13,4,3,4,11,5,18,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,4,3,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,11,11,21,0,0,3,43,41,88
5100312,0,0,3,5,6,15,0,3,3,0,0,3,7,14,19,9,3,9,0,0,0,4,0,8,14,5,18,3,0,3,0,0,0,0,0,0,0,5,5,0,0,0,3,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,8,13,20,3,0,3,39,37,75
5100313,0,4,7,5,9,17,3,0,3,0,0,0,12,13,22,0,0,0,0,0,3,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,22,19,39,14,11,28,45,52,101
5100314,0,0,3,3,9,14,0,0,0,4,4,10,6,11,16,6,4,15,0,0,3,3,3,3,8,8,22,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,4,0,4,0,0,0,0,0,0,4,0,3,11,10,26,8,4,12,48,45,95
5100315,3,0,3,13,6,26,0,3,4,8,4,13,24,17,40,5,3,14,0,3,6,3,9,10,13,12,23,0,0,0,0,3,3,3,0,3,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,30,53,8,9,13,69,73,149
5100316,0,5,3,11,3,11,0,4,3,0,0,3,14,11,19,3,3,3,0,6,6,7,4,7,5,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,23,3,9,5,38,45,83
5100317,0,0,3,17,11,29,7,4,10,6,3,5,24,21,46,8,4,13,6,6,10,0,6,5,19,11,34,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,8,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,3,3,19,22,42,0,0,0,75,60,134
5100318,3,0,4,3,11,12,10,0,7,0,0,0,13,11,25,4,3,6,3,3,5,3,3,3,5,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,3,3,11,20,39,9,9,16,50,63,113
5100319,3,0,4,9,8,17,0,0,0,0,0,4,13,6,18,0,4,4,4,3,5,0,3,3,5,10,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,4,7,14,21,0,0,0,33,40,69
5100320,3,5,10,20,21,44,9,13,24,0,0,0,31,34,69,5,11,18,8,14,23,8,6,17,23,33,52,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,6,9,0,3,3,0,3,3,0,0,0,3,7,8,0,0,0,6,7,13,0,0,0,0,3,3,0,0,0,0,3,3,15,29,48,0,3,3,76,123,200
5100321,5,0,8,25,15,42,13,15,33,0,5,4,44,37,77,3,5,7,7,9,18,6,4,11,20,23,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,3,0,6,0,0,0,3,0,6,14,13,21,0,3,0,77,79,164
5100322,3,0,3,4,3,4,0,0,0,3,0,3,3,3,8,3,0,3,0,0,3,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,54,3,7,11,49,34,86
5100323,6,0,3,14,7,16,0,5,8,0,3,3,14,16,32,4,0,5,5,9,11,0,0,0,9,11,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,3,0,3,0,0,0,3,0,3,7,4,11,0,0,0,37,45,82
5100324,0,0,4,16,7,22,4,3,8,3,0,4,22,9,27,5,3,12,3,0,3,5,14,15,18,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,3,9,0,5,4,0,4,4,0,0,0,0,4,7,20,10,30,0,3,3,57,49,105
5100325,7,4,11,24,21,44,5,3,12,3,8,9,32,30,62,7,9,17,15,4,16,3,5,4,25,21,37,0,0,0,0,3,3,0,0,0,0,5,5,0,0,0,0,4,9,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,15,20,35,0,0,0,83,80,159
5100326,0,0,3,25,19,41,7,8,15,5,0,5,37,24,56,3,8,8,9,3,9,0,0,4,14,9,24,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,10,10,20,0,0,5,61,55,116
5100327,4,10,14,23,17,47,7,6,12,4,3,10,33,28,66,6,7,14,0,4,4,3,8,9,7,24,32,0,0,0,0,3,3,3,0,3,0,5,5,0,0,0,3,7,13,0,0,0,3,3,6,0,0,0,3,8,6,0,0,0,4,12,11,0,0,0,0,0,0,0,0,0,3,0,0,16,7,25,0,5,5,69,96,163
5100328,7,7,15,41,31,66,8,14,26,4,3,7,48,48,100,9,10,23,10,6,11,9,13,22,24,31,54,0,0,0,0,0,0,0,0,3,0,5,5,0,0,0,3,6,13,0,0,0,0,7,4,0,0,0,3,6,11,0,0,0,7,15,13,0,0,0,0,3,5,0,0,0,0,6,6,24,19,42,7,5,8,113,134,254
5100401,10,3,11,29,26,54,4,3,14,3,0,3,31,35,70,13,24,43,0,0,0,0,0,0,13,24,43,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,9,0,0,0,0,3,3,0,0,0,0,3,3,4,9,19,5,0,9,72,84,163
5100405,3,7,8,11,9,20,6,5,9,3,7,10,21,24,45,25,21,40,0,0,3,3,7,6,30,25,47,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,7,6,10,0,0,0,0,4,4,0,0,0,0,8,7,0,0,0,3,12,9,0,0,0,0,0,0,0,0,0,0,0,0,57,69,127,27,30,57,146,155,302
5100406,3,0,9,16,14,25,3,3,4,3,3,9,18,21,39,24,13,41,0,0,0,3,0,3,26,16,46,0,0,0,0,0,0,0,0,0,3,9,12,0,0,0,3,13,15,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,16,17,33,6,14,23,80,89,173
5100407,0,3,6,10,0,11,0,0,0,0,0,0,10,3,11,3,5,9,0,0,0,0,0,0,3,5,9,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,3,4,12,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,24,21,43,26,33,64,72,71,144
5100408,0,3,0,4,3,9,0,0,0,3,0,4,11,6,16,5,6,11,0,0,0,0,0,0,5,9,13,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,3,4,4,0,0,0,0,0,3,0,0,0,3,4,5,0,0,0,3,5,12,0,0,3,0,0,0,0,0,0,0,0,3,31,33,60,27,37,64,83,90,179
5100410,11,7,19,33,20,59,8,3,11,7,7,13,47,35,74,19,25,44,0,0,0,0,0,3,22,25,47,0,3,3,0,0,4,0,3,3,4,7,12,0,0,0,6,16,20,0,0,0,3,0,4,0,0,3,0,3,4,0,0,0,5,8,16,0,0,0,0,0,3,0,0,0,0,0,3,17,27,41,3,4,10,110,118,228
5100411,7,0,6,4,7,7,4,0,4,0,4,4,5,9,16,7,4,9,0,0,0,0,0,0,7,4,9,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,0,0,0,0,0,3,0,36,31,68,39,32,75,95,90,184
5100412,0,3,7,7,10,24,4,4,3,8,0,4,16,15,34,15,13,22,0,0,0,0,3,6,14,13,26,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,6,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,26,32,55,14,10,19,74,80,156
5100413,6,4,8,28,14,48,11,0,15,12,5,18,57,27,78,13,6,17,3,3,5,0,0,0,20,9,26,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,4,9,0,0,0,0,5,5,0,0,0,0,3,7,0,0,0,0,8,11,0,0,0,0,5,9,0,0,0,0,5,4,15,14,28,4,0,4,103,69,168
5100414,4,0,3,6,12,24,3,0,8,6,10,15,21,24,44,8,13,17,0,0,0,3,0,4,12,14,27,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,33,30,60,7,8,16,79,83,161
5100415,4,3,4,5,0,10,0,0,0,3,11,16,12,13,20,10,4,13,0,0,0,0,0,3,11,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,4,4,19,16,38,0,3,6,49,52,94
5100416,8,3,10,15,15,26,8,0,6,8,13,19,30,32,58,28,12,37,0,0,0,0,0,0,28,12,39,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,3,6,0,0,0,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,33,17,54,18,21,43,119,96,216
5100417,3,5,4,15,12,20,3,4,3,6,5,8,19,19,34,10,13,22,0,0,0,0,5,5,10,14,29,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,3,0,6,0,0,0,3,4,3,0,0,0,0,6,6,0,0,0,3,10,13,0,0,0,0,0,0,0,0,0,0,0,3,21,23,46,7,3,8,71,77,142
5100418,0,3,3,4,13,11,6,3,8,0,0,3,12,16,27,10,8,16,0,0,0,0,0,0,10,8,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,13,9,23,0,0,3,41,40,80
5100419,3,0,3,14,13,23,3,0,3,3,0,8,20,11,35,14,19,26,0,0,0,0,0,0,13,19,31,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,10,4,12,0,0,0,42,43,89
5100420,0,7,6,22,15,37,0,0,0,0,5,5,25,18,43,7,12,18,0,0,0,0,0,0,7,12,21,0,0,0,0,0,0,0,0,0,4,5,5,0,0,0,4,4,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,3,3,19,12,32,0,0,0,60,60,119
5100421,3,10,8,19,20,39,4,0,3,3,3,6,21,29,49,10,3,19,0,0,0,3,3,7,17,7,26,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,14,37,0,3,3,63,64,132
5100422,7,3,14,19,18,43,0,0,3,0,3,3,20,25,49,10,14,21,0,0,0,0,0,0,10,14,21,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,4,9,0,0,0,0,0,3,0,0,0,3,5,10,0,0,0,4,4,12,0,0,0,0,0,0,0,0,0,0,0,0,10,8,17,0,3,3,53,61,119
5100423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100424,0,4,8,13,5,20,0,0,0,7,4,11,16,13,29,12,12,24,0,0,4,0,0,0,10,12,26,0,0,0,0,0,0,3,0,4,0,6,6,0,0,0,3,4,10,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,13,14,26,4,0,5,50,53,107
5100425,3,4,8,16,7,25,3,3,3,8,0,5,23,13,36,9,9,24,0,0,0,0,4,4,9,13,29,0,0,0,0,3,3,0,0,0,3,3,7,0,0,0,3,6,6,0,0,0,0,4,4,0,0,0,0,3,3,0,0,0,0,5,5,0,0,0,0,0,3,0,0,0,0,0,3,3,3,14,0,3,3,49,53,105
