SA1_7DIGITCODE_2016,P_Oth_svc_15_19_yr,P_Oth_svc_20_24_yr,P_Oth_svc_25_34_yr,P_Oth_svc_35_44_yr,P_Oth_svc_45_54_yr,P_Oth_svc_55_64_yr,P_Oth_svc_65_74_yr,P_Oth_svc_75_84_yr,P_Oth_svc_85_yr_over,P_Oth_svc_Tot,P_Inad_desc_Ns_15_19,P_Inad_desc_Ns_20_24,P_Inad_desc_Ns_25_34,P_Inad_desc_Ns_35_44,P_Inad_desc_Ns_45_54,P_Inad_desc_Ns_55_64,P_Inad_desc_Ns_65_74,P_Inad_desc_Ns_75_84,P_Inad_desc_Ns_85,P_Inad_desc_Ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
5100808,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,4,21,17,8,8,0,0,0,57
5100809,0,0,6,0,3,0,0,0,0,7,0,3,6,5,5,4,0,0,0,23,17,38,101,56,51,55,14,0,0,329
5100810,0,0,0,0,0,0,0,0,0,3,0,4,6,4,0,0,0,0,0,14,7,35,54,38,38,23,7,0,0,205
5100811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,21,20,22,22,3,0,0,114
5100812,0,0,0,0,4,0,0,0,0,7,0,0,3,3,3,0,0,0,0,8,4,10,23,24,23,19,6,0,0,120
5100813,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,11,8,18,45,42,15,22,0,0,0,159
5100814,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,10,10,27,26,17,19,0,0,0,111
5100815,0,3,3,0,3,0,0,0,0,14,0,0,0,0,3,0,0,0,0,3,11,31,51,41,38,24,11,0,0,210
5100816,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,6,6,16,32,32,20,19,3,0,0,132
5100901,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,12,21,14,19,26,0,0,0,93
5100902,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,14,14,35,27,37,35,8,0,0,171
5100903,0,0,3,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,3,12,21,36,32,37,17,10,0,0,170
5100904,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,4,14,15,28,17,0,0,0,91
5100905,0,0,7,0,0,0,0,0,0,5,0,0,3,0,4,0,0,0,0,9,14,29,67,59,50,28,3,0,0,264
5100906,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,13,24,14,27,15,3,0,0,93
5100907,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,6,14,13,30,22,7,0,0,93
5100908,0,0,3,5,3,0,0,0,0,10,0,3,0,0,0,0,0,0,0,7,7,9,22,22,31,28,6,0,0,130
5100909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,18,23,9,26,20,0,0,0,95
5100910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
5100911,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,5,8,17,20,20,16,0,0,0,83
5100912,0,0,3,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,6,6,13,26,12,25,20,8,0,0,118
5100913,0,0,0,0,0,0,3,0,0,8,0,0,3,0,0,0,0,0,0,3,4,9,13,17,18,26,3,0,0,81
5100914,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,10,15,3,15,27,40,24,0,0,0,123
5100915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
5100916,0,3,0,3,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,14,13,28,29,40,36,3,0,0,175
5100917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100918,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,8,3,11,12,19,18,20,3,0,0,73
5100920,0,0,0,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12,23,40,39,51,24,4,0,0,194
5100921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100922,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,4,3,16,15,14,14,4,0,0,70
5100923,0,0,3,0,0,0,0,0,0,7,0,0,0,4,3,0,0,0,0,5,9,11,23,32,60,30,0,0,0,160
5100924,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,3,0,5,7,21,14,19,3,0,0,68
5100925,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,7,13,15,31,33,11,3,0,0,121
5100926,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,14,23,14,29,16,3,0,0,111
5100927,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,9,23,21,20,9,4,0,0,92
5100928,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,3,0,0,0,7,6,14,43,33,44,32,5,0,0,181
5100929,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,10,8,14,31,17,29,5,0,0,115
5100930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100931,3,3,0,0,4,4,0,0,0,9,0,0,0,0,0,0,3,0,0,8,13,15,14,41,73,54,18,3,0,235
5101001,0,0,3,0,3,0,0,0,0,10,0,0,0,0,3,0,0,0,0,11,10,10,13,27,43,41,9,0,0,139
5101002,0,3,0,0,0,3,3,0,0,8,0,0,0,0,0,6,0,0,0,16,19,21,13,41,86,75,18,4,0,278
5101003,0,0,3,4,3,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,21,17,16,37,67,37,7,0,0,198
5101004,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,3,0,0,5,14,8,22,39,44,36,17,4,0,186
5101005,0,0,6,0,0,0,0,0,0,13,0,0,3,5,3,0,0,0,0,12,20,19,59,58,70,27,3,0,0,248
5101006,0,0,3,0,0,0,0,0,0,8,0,0,0,3,0,4,0,0,0,5,12,5,21,55,45,42,24,4,0,213
5101007,4,0,3,0,6,0,0,0,0,9,0,0,0,0,0,0,0,3,0,6,17,15,40,42,48,33,13,7,0,219
5101101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,11
5101201,0,0,7,0,3,0,0,0,0,12,0,0,0,0,0,3,0,0,0,8,23,20,52,40,36,23,0,0,0,194
5101202,0,0,3,3,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,8,19,23,39,32,47,28,4,0,0,187
5101203,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,7,14,39,16,32,31,4,0,0,159
5101204,0,0,6,0,3,0,0,0,0,12,0,3,4,0,0,0,0,0,0,6,9,19,31,26,31,31,7,0,0,149
5101205,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,17,21,19,30,33,16,4,0,0,125
5101206,0,0,0,4,0,6,0,0,0,8,4,0,0,0,0,0,0,0,0,6,10,12,33,30,30,23,8,0,0,159
5101207,0,4,3,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3,9,11,29,39,48,35,3,0,0,174
5101208,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,7,5,13,17,23,22,29,3,0,0,104
5101209,0,0,0,3,3,4,3,0,0,15,0,0,3,3,7,0,0,0,0,16,22,9,31,51,96,64,17,0,0,290
5101210,0,3,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,4,6,15,14,27,42,42,3,0,0,149
5101213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5101214,0,0,0,5,3,0,0,0,0,11,0,0,0,0,4,0,0,0,0,3,18,32,37,27,55,34,3,0,0,206
5101215,4,0,6,3,3,0,0,0,0,18,3,0,7,0,0,3,0,0,0,10,24,24,64,91,58,25,3,0,0,286
5101216,0,3,5,3,5,0,0,0,0,14,0,0,5,0,0,0,0,0,0,7,28,34,63,61,65,39,11,0,0,290
5101217,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,13,27,35,29,17,3,0,0,135
5101218,3,0,3,3,0,3,0,0,0,9,0,0,4,3,0,0,0,0,0,10,19,16,48,50,53,37,3,0,0,227
5101219,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,7,11,17,26,33,39,42,3,4,0,170
5101220,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,0,0,0,10,13,18,46,31,41,45,4,3,0,209
5101221,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,15,18,24,33,29,23,4,0,0,154
5101222,0,0,3,0,4,0,0,0,0,15,0,0,0,0,0,4,0,0,0,6,16,30,48,37,71,39,9,0,0,246
5101223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5101224,0,0,5,5,3,0,0,0,0,22,0,4,0,0,0,0,0,0,0,3,16,19,45,61,45,22,10,0,0,218
5101225,0,0,5,0,0,3,0,0,0,9,0,0,0,3,0,0,0,0,0,5,23,36,86,91,67,36,9,0,0,341
5101226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
5101227,0,9,4,4,3,0,0,0,0,23,0,3,3,0,3,0,0,0,0,7,17,23,60,83,47,31,3,0,0,273
5101228,0,0,7,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,8,8,25,76,29,17,8,0,0,0,152
5101229,0,0,4,4,0,0,0,0,0,5,3,0,3,9,0,0,0,0,0,13,13,19,60,76,26,15,3,0,0,211
5101230,0,0,9,4,0,0,0,0,0,9,0,0,3,3,0,0,0,0,0,8,10,23,111,45,37,13,3,0,0,233
5101231,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,13,34,13,13,11,3,0,0,89
5101401,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,11,16,5,16,26,43,29,8,0,0,134
5101402,0,0,0,0,5,0,0,0,0,7,0,0,3,0,3,4,3,0,0,18,18,10,18,39,51,38,23,5,0,199
5101404,0,3,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,12,8,23,37,39,39,26,5,0,0,184
5101405,0,3,0,0,3,0,0,0,0,10,0,0,0,0,3,0,0,0,0,4,11,19,43,34,50,30,3,4,0,200
5101406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,18,22,24,7,0,0,0,83
5101407,0,0,3,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,8,22,50,38,36,19,4,3,0,178
5101408,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,11,9,22,39,18,14,3,4,0,120
5101409,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,4,15,14,15,20,4,0,0,74
5101410,0,3,3,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,5,13,21,34,38,17,6,0,0,131
5101411,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,3,0,0,8,4,11,27,34,24,15,7,0,0,126
5101412,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,5,17,21,47,22,7,0,0,130
5101413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,10,15,0,0,0,31
5101414,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,4,8,8,0,0,0,0,32
5101415,3,0,0,3,0,0,0,0,0,5,0,0,3,3,5,3,0,0,0,20,11,11,31,39,54,57,27,4,3,231
5101416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,6,5,15,36,8,5,4,0,94
5101417,0,0,3,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,13,39,12,31,45,54,39,9,6,0,238
5101418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,8,7,24,29,32,31,16,0,0,151
5101419,0,0,0,3,3,3,0,0,0,10,3,0,0,0,0,0,0,0,0,11,12,7,20,45,51,43,18,0,0,201
5101420,0,0,0,5,3,0,0,0,0,11,0,3,0,0,0,4,0,0,0,9,8,12,27,57,59,41,9,0,0,214
5101421,0,0,3,3,3,0,0,0,0,10,0,0,9,3,3,0,0,0,0,13,15,8,64,73,73,48,6,0,0,294
5101423,3,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,7,8,15,26,32,35,14,3,0,141
5101424,0,0,0,0,0,0,0,0,0,3,0,0,3,4,4,0,0,0,0,14,8,9,21,31,33,38,8,0,0,142
5101425,0,0,0,0,3,0,0,0,0,6,3,0,0,0,3,9,0,0,0,17,17,11,15,40,55,49,6,0,0,206
5101426,0,0,0,0,0,0,0,0,0,7,0,0,0,3,3,0,0,0,0,8,7,8,20,36,40,18,4,0,0,135
5101427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,10,21,6,0,0,0,65
5101501,0,0,3,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,12,12,20,18,29,32,0,0,0,118
5101502,0,0,3,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,6,18,14,43,22,37,29,3,0,0,177
5101503,3,4,4,0,3,5,3,0,0,13,0,0,3,8,0,0,3,0,0,10,11,23,52,27,48,32,7,0,0,195
5101504,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,7,21,29,20,15,10,0,0,116
5101505,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,8,10,25,45,48,43,44,11,3,0,229
5101506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5101507,0,0,3,3,5,0,0,0,0,12,0,0,0,0,0,3,3,0,0,9,21,26,63,43,57,32,15,0,0,254
5101508,0,4,8,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,5,9,15,44,30,34,48,5,0,0,193
5101509,0,0,0,6,0,0,0,0,0,9,0,0,0,0,3,3,0,0,0,6,3,4,19,20,23,34,7,4,0,109
5101510,0,0,0,0,3,3,0,0,0,14,0,0,0,0,3,0,0,0,0,12,5,13,40,38,36,50,17,3,0,202
5101513,0,0,3,3,0,5,0,0,0,14,0,0,0,0,3,0,0,0,0,6,13,16,58,47,49,24,3,0,0,215
5101514,0,7,7,3,3,0,0,0,0,17,0,0,5,7,3,0,0,0,0,10,17,36,101,60,59,27,7,0,0,308
5101515,0,0,7,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,8,6,11,33,35,30,23,8,3,0,147
5101516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5101517,0,0,0,3,0,0,0,0,0,6,0,3,8,3,0,0,0,0,0,10,17,18,70,50,41,28,3,0,0,221
5101518,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,9,8,18,29,44,33,3,0,0,147
5101519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5101520,0,0,7,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,4,13,17,47,22,24,23,3,0,0,138
5101521,0,4,3,0,3,0,0,0,0,7,0,0,0,5,3,0,0,0,0,8,19,14,30,44,56,32,3,0,0,189
5101601,0,0,0,4,0,3,0,0,0,8,0,0,3,0,0,0,0,0,0,8,11,8,10,17,33,31,3,0,0,121
5101602,0,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,11,10,51,24,42,36,3,0,0,181
5101603,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,5,11,20,11,18,20,7,0,0,82
5101604,0,0,0,4,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,12,8,22,35,24,0,3,0,107
5101605,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,9,9,9,12,23,14,10,0,0,81
5101606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,16,15,14,17,5,0,0,85
5101607,0,0,0,0,0,3,0,0,0,11,3,3,4,0,0,0,0,0,0,11,14,14,32,51,34,43,6,0,0,197
5101608,3,0,3,3,0,0,0,0,0,11,3,0,3,3,6,0,0,0,0,16,22,29,35,71,88,57,25,7,0,333
5101609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,18,12,33,24,0,0,0,114
5101610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5101611,0,0,0,0,0,0,0,0,0,3,3,0,0,4,4,6,0,0,0,12,15,7,32,42,64,36,3,0,0,203
5101612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,14,9,12,3,0,0,51
5101701,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,4,0,0,0,10,3,9,23,39,36,32,19,9,0,176
5101702,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,13,3,7,18,38,34,38,15,3,0,160
5101703,0,0,0,0,5,0,0,0,0,9,0,4,0,0,3,3,0,0,0,13,18,9,22,52,67,67,35,3,0,268
5101704,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,6,0,0,0,4,0,7,29,54,47,52,32,4,0,217
5101705,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,0,16,40,41,27,20,10,0,165
5101706,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,8,14,3,18,13,35,24,5,0,0,122
5101707,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,3,4,24,36,28,11,8,0,121
5101708,0,0,0,3,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,11,10,4,11,20,29,37,14,5,0,129
5101709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,7,15,32,25,30,7,0,0,121
5101710,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,3,0,12,10,12,14,33,49,40,11,3,0,168
5101711,0,0,0,0,3,0,3,0,0,8,0,0,0,0,0,3,0,0,0,6,3,0,16,28,41,37,13,3,0,140
5101712,3,0,0,4,3,0,0,0,0,9,3,0,0,0,0,3,0,0,0,8,8,9,10,10,22,26,4,0,0,95
5101713,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,10,6,14,24,24,3,0,0,87
5101714,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,4,0,0,0,9,14,8,4,15,32,32,12,3,0,114
5101715,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,9,3,3,10,14,26,36,8,0,0,107
5101716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,10,18,28,25,10,0,0,109
5101717,0,0,3,0,3,0,0,0,0,4,3,0,0,0,0,0,0,0,0,5,12,11,23,28,30,12,7,3,0,118
5101718,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,3,19,22,25,9,0,0,77
5101719,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,3,0,0,0,8,7,9,9,25,35,29,11,3,0,125
5101801,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,5,5,16,29,39,16,0,0,0,107
5101802,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,0,0,11,9,11,14,27,47,42,9,4,0,160
5101803,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,8,3,12,25,22,18,4,0,0,100
5101804,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,7,12,12,15,11,18,4,0,0,67
5101805,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,6,4,13,45,42,35,32,13,0,0,183
5101806,0,0,0,6,7,6,0,0,0,16,5,0,0,0,7,4,0,0,0,15,18,8,19,56,79,55,13,0,0,248
5101807,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,9,3,7,10,30,35,32,10,0,0,138
5101808,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,6,3,5,19,25,49,36,11,4,0,148
5101809,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,5,0,0,0,13,0,4,13,18,32,43,21,0,0,136
5101810,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,13,17,22,29,13,0,0,103
5101811,0,0,0,0,0,3,0,0,0,6,0,0,0,0,3,3,0,0,0,10,5,0,16,19,38,65,25,3,0,180
5101812,0,0,0,3,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,12,8,27,35,58,50,24,0,0,218
5101813,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,0,8,8,13,52,36,42,27,8,0,0,180
5101814,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,8,4,12,25,16,20,5,0,0,99
5101815,0,0,0,4,4,0,0,0,0,13,0,0,0,0,0,3,0,0,0,5,9,13,26,30,45,57,12,3,0,204
5101816,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,3,12,28,24,26,26,15,0,0,146
5101901,0,3,0,3,0,0,0,0,0,7,0,0,6,3,4,0,0,0,0,10,19,26,34,43,62,24,14,0,0,226
5101902,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,12,10,16,25,25,20,3,3,0,112
5101903,0,0,0,0,3,0,0,0,0,7,0,3,0,3,3,0,0,0,0,5,0,15,33,33,33,28,4,3,0,152
5101904,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,3,0,0,0,4,12,19,21,19,33,34,14,0,0,156
5101905,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,6,5,9,31,35,41,43,6,4,0,177
5101906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,19,11,16,11,0,0,65
5101907,0,0,4,0,8,0,0,0,0,12,0,0,0,3,3,0,0,0,0,5,10,7,34,27,45,25,8,3,0,157
5101908,0,0,0,0,3,0,0,0,0,7,3,0,0,0,4,5,0,0,0,8,12,9,23,30,63,57,22,7,0,218
5101909,0,0,0,0,4,0,0,0,0,7,0,0,6,0,3,6,0,0,0,15,12,5,30,30,63,51,9,0,0,209
5101910,0,0,0,0,4,0,0,0,0,10,4,0,0,0,0,0,0,0,0,10,18,11,18,27,65,37,5,4,0,190
5101911,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,8,8,21,25,36,45,8,0,0,158
5101912,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,7,5,11,9,28,17,24,9,0,0,97
5101913,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,4,18,38,46,32,28,5,0,0,175
5101914,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,12,19,21,62,42,49,27,10,6,0,239
5101915,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,7,23,12,24,21,3,4,0,98
5101916,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,8,18,14,11,17,7,0,0,79
5102001,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,0,0,0,0,8,8,3,10,19,34,40,5,7,0,125
5102002,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,0,10,15,23,26,3,0,0,72
5102003,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,5,6,4,7,25,34,44,19,3,0,143
5102004,0,0,3,0,4,0,0,0,0,8,0,0,0,0,0,4,0,0,0,7,5,0,10,31,55,50,23,8,0,198
5102005,0,0,0,3,0,0,0,0,0,4,0,0,3,0,3,5,0,0,0,14,10,17,17,49,58,56,22,5,0,233
5102006,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,7,8,5,26,20,45,44,26,0,0,174
5102007,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,4,12,19,38,26,5,0,0,110
5102008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,10,11,19,21,10,3,0,87
5102009,0,0,0,0,0,0,0,0,0,3,3,0,3,4,0,6,0,0,0,12,9,12,24,35,67,60,14,4,0,218
5102010,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,3,0,0,8,4,5,17,42,51,69,29,9,0,230
5102011,0,0,0,0,0,0,0,0,0,3,0,6,0,3,0,0,0,0,0,6,7,9,15,29,29,20,5,0,0,112
5102012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,10,0,11,18,40,27,7,3,0,113
5102013,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,11,13,33,26,41,37,13,0,3,163
5102014,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,4,0,0,12,10,18,36,47,58,41,10,0,0,215
5102101,0,3,0,0,7,0,0,0,0,11,0,0,0,3,4,0,0,0,0,7,13,13,11,34,56,38,9,3,0,166
5102102,0,0,0,4,5,0,0,0,0,4,0,0,0,0,0,5,0,0,0,12,8,9,10,30,41,54,9,3,0,167
5102103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,6,14,12,25,31,26,3,0,0,117
5102104,0,0,0,3,0,3,3,0,0,11,0,0,0,3,7,0,0,0,0,12,16,14,60,75,56,41,9,0,0,272
5102105,0,0,5,3,3,0,0,0,0,11,0,0,0,3,0,0,0,0,0,9,18,18,41,50,70,22,4,0,0,228
5102106,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,4,4,20,27,31,22,4,0,0,109
5102107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,12,31,32,15,3,0,0,99
5102108,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,14,8,21,28,29,13,3,0,0,119
5102109,0,0,3,3,3,3,0,0,0,9,0,0,0,3,5,3,0,0,0,13,9,17,30,61,53,53,12,0,0,241
5102110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5102111,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,14,20,16,18,11,0,0,0,85
5102112,0,0,0,0,0,3,0,0,0,5,0,0,3,0,0,0,3,0,0,13,5,5,8,22,28,25,17,0,0,113
5102113,0,0,3,0,5,3,0,0,0,17,0,0,3,9,3,0,0,0,0,14,16,22,53,69,56,33,7,0,0,256
5102114,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,6,19,24,28,21,4,0,0,116
