SA1_7DIGITCODE_2016,M_SEO_Before_2000,M_SEO_2000_2005,M_SEO_2006_2010,M_SEO_2011,M_SEO_2012,M_SEO_2013,M_SEO_2014,M_SEO_2015,M_SEO_2016,M_SEO_Yr_arr_ns,M_SEO_T,M_Sol_sp_En_Vww_B_2000,M_Sol_sp_En_Vww_2000_2005,M_Sol_sp_En_Vww_2006_2010,M_Sol_sp_En_Vww_2011,M_Sol_sp_En_Vww_2012,M_Sol_sp_En_Vww_2013,M_Sol_sp_En_Vww_2014,M_Sol_sp_En_Vww_2015,M_Sol_sp_En_Vww_2016,M_Sol_sp_En_Vww_Yr_arr_ns,M_Sol_sp_En_Vww_T,M_Sol_sp_En_Nwna_Bef_2000,M_Sol_sp_En_Nwna_2000_2005,M_Sol_sp_En_Nwna_2006_2010,M_Sol_sp_En_Nwna_2011,M_Sol_sp_En_Nwna_2012,M_Sol_sp_En_Nwna_2013,M_Sol_sp_En_Nwna_2014,M_Sol_sp_En_Nwna_2015,M_Sol_sp_En_Nwna_2016,M_Sol_sp_En_Nwna_Yr_arr_ns,M_Sol_sp_En_Nwna_T,M_Sol_sp_En_Pr_En_ns_Be_2000,M_Sol_sp_En_Pr_E_ns_2000_2005,M_Sol_sp_E_Pr_En_ns_2006_2010,M_Sol_sp_En_Prof_En_ns_2011,M_Sol_sp_En_Prof_En_ns_2012,M_Sol_sp_En_Prof_En_ns_2013,M_Sol_sp_En_Prof_En_ns_2014,M_Sol_sp_En_Prof_En_ns_2015,M_Sol_sp_En_Prof_En_ns_2016,M_So_sp_En_Pro_En_ns_Yr_ar_ns,M_Sol_sp_En_Prof_En_ns_T,M_Sol_sp_En_T_B_2000,M_Sol_sp_En_T_2000_2005,M_Sol_sp_En_T_2006_2010,M_Sol_sp_En_T_2011,M_Sol_sp_En_T_2012,M_Sol_sp_En_T_2013,M_Sol_sp_En_T_2014,M_Sol_sp_En_T_2015,M_Sol_sp_En_T_2016,M_Sol_sp_En_T_Yr_arr_ns,M_Sol_sp_En_T_T,M_LanProf_En_ns_B_2000,M_LanProf_En_ns_2000_2005,M_LanProf_En_ns_2006_2010,M_LanProf_En_ns_2011,M_LanProf_En_ns_2012,M_LanProf_En_ns_2013,M_LanProf_En_ns_2014,M_LanProf_En_ns_2015,M_LanProf_En_ns_2016,M_LanProf_En_ns_Yr_arr_ns,M_LanProf_En_ns_T,M_T_B_2000,M_T_2000_2005,M_T_2006_2010,M_T_2011,M_T_2012,M_T_2013,M_T_2014,M_T_2015,M_T_2016,M_T_Yr_arrival_ns,M_T_T,F_SEO_B_2000,F_SEO_2000_2005,F_SEO_2006_2010,F_SEO_2011,F_SEO_2012,F_SEO_2013,F_SEO_2014,F_SEO_2015,F_SEO_2016,F_SEO_Yr_arr_ns,F_SEO_T,F_Sol_sp_En_Vww_B_2000,F_Sol_sp_En_Vww_2000_2005,F_Sol_sp_En_Vww_2006_2010,F_Sol_sp_En_Vww_2011,F_Sol_sp_En_Vww_2012,F_Sol_sp_En_Vww_2013,F_Sol_sp_En_Vww_2014,F_Sol_sp_En_Vww_2015,F_Sol_sp_En_Vww_2016,F_Sol_sp_En_Vww_Yr_arr_ns,F_Sol_sp_En_Vww_T,F_Sol_sp_En_Nwna_Bef_2000,F_Sol_sp_En_Nwna_2000_2005,F_Sol_sp_En_Nwna_2006_2010,F_Sol_sp_En_Nwna_2011,F_Sol_sp_En_Nwna_2012,F_Sol_sp_En_Nwna_2013,F_Sol_sp_En_Nwna_2014,F_Sol_sp_En_Nwna_2015,F_Sol_sp_En_Nwna_2016,F_Sol_sp_En_Nwna_Yr_arr_ns,F_Sol_sp_En_Nwna_T,F_Sol_sp_En_Pr_En_ns_Be_2000,F_Sol_sp_En_Pr_E_ns_2000_2005,F_Sol_sp_E_Pr_En_ns_2006_2010,F_Sol_sp_En_Prof_En_ns_2011,F_Sol_sp_En_Prof_En_ns_2012,F_Sol_sp_En_Prof_En_ns_2013,F_Sol_sp_En_Prof_En_ns_2014,F_Sol_sp_En_Prof_En_ns_2015,F_Sol_sp_En_Prof_En_ns_2016,F_So_sp_En_Pro_En_ns_Yr_ar_ns,F_Sol_sp_En_Prof_En_ns_T,F_Sol_sp_En_T_B_2000,F_Sol_sp_En_T_2000_2005,F_Sol_sp_En_T_2006_2010,F_Sol_sp_En_T_2011,F_Sol_sp_En_T_2012,F_Sol_sp_En_T_2013,F_Sol_sp_En_T_2014,F_Sol_sp_En_T_2015,F_Sol_sp_En_T_2016,F_Sol_sp_En_T_Yr_arr_ns,F_Sol_sp_En_T_T,F_LanProf_En_ns_Bef_2000,F_LanProf_En_ns_2000_2005,F_LanProf_En_ns_2006_2010,F_LanProf_En_ns_2011,F_LanProf_En_ns_2012,F_LanProf_En_ns_2013,F_LanProf_En_ns_2014,F_LanProf_En_ns_2015,F_LanProf_En_ns_2016,F_LanProf_En_ns_Yr_arr_ns,F_LanProf_En_ns_T,F_T_B_2000,F_T_2000_2005,F_T_2006_2010,F_T_2011,F_T_2012,F_T_2013,F_T_2014,F_T_2015,F_T_2016,F_T_Yr_arrival_ns,F_T_T,P_SEO_B_2000,P_SEO_2000_2005,P_SEO_2006_2010,P_SEO_2011,P_SEO_2012,P_SEO_2013,P_SEO_2014,P_SEO_2015,P_SEO_2016,P_SEO_Yr_arr_ns,P_SEO_T,P_Sol_sp_En_Vww_B_2000,P_Sol_sp_En_Vww_2000_2005,P_Sol_sp_En_Vww_2006_2010,P_Sol_sp_En_Vww_2011,P_Sol_sp_En_Vww_2012,P_Sol_sp_En_Vww_2013,P_Sol_sp_En_Vww_2014,P_Sol_sp_En_Vww_2015,P_Sol_sp_En_Vww_2016,P_Sol_sp_En_Vww_Yr_arr_ns,P_Sol_sp_En_Vww_T,P_Sol_sp_En_Nwna_Bef_2000,P_Sol_sp_En_Nwna_2000_2005,P_Sol_sp_En_Nwna_2006_2010,P_Sol_sp_En_Nwna_2011,P_Sol_sp_En_Nwna_2012,P_Sol_sp_En_Nwna_2013,P_Sol_sp_En_Nwna_2014,P_Sol_sp_En_Nwna_2015,P_Sol_sp_En_Nwna_2016,P_Sol_sp_En_Nwna_Yr_arr_ns,P_Sol_sp_En_Nwna_T,P_Sol_sp_En_Pr_En_ns_Be_2000,P_Sol_sp_En_Pr_E_ns_2000_2005,P_Sol_sp_E_Pr_En_ns_2006_2010,P_Sol_sp_En_Prof_En_ns_2011,P_Sol_sp_En_Prof_En_ns_2012,P_Sol_sp_En_Prof_En_ns_2013,P_Sol_sp_En_Prof_En_ns_2014,P_Sol_sp_En_Prof_En_ns_2015,P_Sol_sp_En_Prof_En_ns_2016,P_So_sp_En_Pro_En_ns_Yr_ar_ns,P_Sol_sp_En_Prof_En_ns_T,P_Sol_sp_En_T_B_2000,P_Sol_sp_En_T_2000_2005
5106802,15,10,11,4,0,0,0,0,0,0,38,0,8,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,21,17,12,4,0,0,0,0,0,0,54,25,8,14,0,0,0,0,0,0,0,46,5,5,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,32,16,13,3,0,0,0,0,0,0,65,41,17,21,4,0,0,0,0,0,0,87,10,10,4,0,0,0,0,0,0,0,25,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,10
5106803,26,3,7,0,0,4,0,0,0,0,48,3,0,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,30,8,10,3,3,3,0,3,0,0,59,24,4,6,0,0,0,0,0,0,0,35,7,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,30,0,8,0,0,0,0,3,0,0,47,54,10,14,0,0,3,0,0,0,0,84,11,3,3,4,3,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3
5106804,37,17,15,0,3,0,0,0,0,3,77,4,0,8,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,43,15,20,0,4,0,3,4,0,3,91,45,10,9,0,3,0,3,3,0,3,79,8,3,8,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,54,15,13,0,4,0,3,3,0,3,98,81,23,26,0,5,0,5,6,0,6,159,12,3,8,0,0,0,0,4,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3
5106807,20,3,0,0,0,0,0,3,0,3,32,15,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,35,3,0,0,0,0,0,3,0,3,51,32,5,0,0,0,0,0,0,0,0,43,13,0,3,0,0,0,0,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,0,0,0,0,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,46,5,3,0,0,0,0,4,0,0,60,58,5,0,0,0,0,0,3,0,4,75,23,0,3,0,0,0,0,4,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
5106808,18,0,0,0,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,25,27,0,0,0,0,0,0,0,0,0,33,9,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,39,41,0,3,0,0,0,0,0,0,0,51,11,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,0
5106809,58,16,11,3,0,0,0,0,0,3,89,8,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,63,23,10,3,3,0,0,0,0,3,107,63,16,11,6,0,0,0,0,0,4,98,11,0,7,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,76,23,14,6,0,0,0,0,3,7,128,117,39,20,9,0,0,0,0,3,9,193,19,5,11,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5
5106810,26,3,16,3,4,7,0,0,0,6,70,0,4,10,0,0,0,0,0,0,4,18,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,3,21,0,0,3,0,0,0,0,0,0,0,3,33,7,31,3,3,7,0,0,0,7,92,24,0,12,0,3,5,0,0,0,4,53,0,0,13,3,3,8,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,3,8,3,0,0,4,34,0,0,0,0,0,0,0,0,0,0,0,31,3,32,4,3,8,3,0,3,10,92,58,3,34,5,5,8,0,0,0,11,121,4,5,23,3,0,8,4,0,0,7,50,0,0,3,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,4,5
5106811,25,0,0,0,0,0,0,0,0,0,33,0,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,4,0,0,0,0,0,38,28,0,0,0,0,0,0,0,0,0,35,3,0,0,0,3,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,33,5,0,0,3,0,3,0,0,0,48,58,0,0,0,0,0,0,0,0,5,62,9,0,0,0,5,0,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
5106812,20,0,0,0,3,0,3,0,0,0,24,3,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,24,0,6,0,3,0,3,0,0,3,37,17,3,0,0,0,0,3,0,0,0,25,5,3,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,25,4,4,0,0,0,3,0,0,0,39,38,3,3,0,0,0,5,0,0,0,51,8,6,5,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,6
5106813,45,11,14,0,0,4,0,0,0,3,73,6,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,48,8,10,0,0,3,0,0,0,3,81,42,8,14,0,0,3,0,0,3,0,67,8,5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,50,11,9,0,0,3,0,0,3,0,80,87,20,19,4,3,3,0,0,4,3,141,16,6,3,0,0,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6
5106814,45,17,5,3,0,3,0,0,0,0,74,4,4,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,50,20,5,3,0,3,0,0,0,0,84,44,10,5,0,0,0,0,0,0,3,70,11,4,8,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,8,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,55,17,12,0,0,0,0,0,0,3,90,92,26,15,3,0,3,0,0,0,3,138,13,12,10,0,0,0,0,0,0,0,34,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,12
5106815,23,4,25,7,3,3,0,0,3,0,63,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,24,4,24,6,3,3,0,0,3,0,70,24,11,25,3,0,5,0,0,3,0,68,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,27,11,25,4,0,5,0,0,3,0,76,44,14,44,11,3,7,0,0,3,0,130,5,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
5106816,24,15,30,3,23,3,3,4,0,5,117,10,26,69,8,10,4,4,3,3,0,141,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,26,75,8,10,4,4,3,3,3,143,0,0,0,0,0,0,0,0,0,0,3,33,39,107,11,35,5,8,9,3,6,257,34,18,27,7,16,11,3,8,0,3,126,10,13,57,6,20,9,3,0,0,3,126,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,9,59,6,19,9,9,3,3,5,136,0,0,0,0,0,0,0,0,0,0,0,41,26,87,13,40,19,11,11,3,6,260,56,28,61,15,34,10,9,9,0,6,243,21,32,129,14,30,11,9,0,3,5,267,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,21,33
5106817,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,8,12,3,3,3,0,0,0,0,0,0,19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5106818,31,10,32,4,5,3,3,0,0,4,90,8,25,57,11,8,8,0,0,0,0,116,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,24,56,11,8,8,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,38,34,90,16,14,15,3,3,0,3,218,29,3,36,8,4,3,0,4,0,0,92,5,19,62,9,13,6,4,3,3,4,131,0,0,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,10,19,65,14,13,6,4,3,3,4,142,0,0,0,0,0,0,0,0,0,0,0,37,21,98,20,17,16,7,8,6,4,233,60,11,65,11,15,10,5,4,0,4,185,18,42,120,22,25,16,3,7,3,4,249,0,4,8,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,4,20,48
5106819,44,14,22,3,3,3,4,0,0,0,86,7,5,11,3,3,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,11,3,3,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,46,15,33,11,4,3,4,0,0,0,116,52,14,24,10,4,0,3,0,0,0,94,4,10,16,0,4,0,0,0,0,0,36,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,10,16,3,4,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,54,19,35,7,4,3,3,0,0,0,134,92,23,44,11,10,0,4,0,0,0,188,9,11,28,6,5,0,0,0,0,0,60,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,16,11
5106820,34,20,44,9,3,3,7,0,3,0,129,11,11,14,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,11,14,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,42,28,53,10,3,8,11,3,3,3,162,53,17,45,8,0,0,4,0,0,3,144,7,7,13,0,0,4,0,3,0,0,36,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,7,17,0,0,4,0,3,0,0,37,0,0,0,0,0,0,0,0,0,0,0,58,30,66,14,0,4,4,3,0,3,179,86,36,91,15,5,5,13,3,3,4,271,16,15,28,0,0,4,3,3,0,0,67,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,15
5106901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5107001,15,0,0,0,0,0,0,0,0,0,23,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,15,0,6,0,0,0,0,0,0,0,31,9,4,0,0,0,0,0,0,0,0,25,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9,11,0,0,0,0,0,0,0,3,30,30,12,3,4,3,4,0,0,0,5,50,0,3,3,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
5107002,41,8,6,3,0,0,0,0,0,0,59,3,0,9,3,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,3,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,41,8,13,10,3,0,5,0,0,0,81,34,5,9,3,0,0,0,0,0,0,56,4,0,3,4,3,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,3,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,40,5,11,6,3,3,0,3,0,0,74,76,18,10,3,0,0,3,0,0,0,110,5,0,9,7,9,3,0,3,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
5107003,24,0,0,3,0,3,0,4,0,0,36,4,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,26,0,3,3,0,3,0,4,0,0,39,19,0,5,0,0,0,0,0,0,0,24,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,25,0,5,3,0,0,0,0,0,0,30,45,0,3,3,0,3,0,4,0,3,60,7,3,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3
5107004,32,3,5,0,0,0,0,0,0,0,43,3,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,36,3,12,4,0,0,0,0,0,0,58,27,5,3,3,0,0,0,0,0,0,40,10,4,7,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,7,0,0,0,0,0,0,0,18,0,0,0,0,0,3,0,0,0,0,3,40,10,10,4,0,4,0,0,0,0,69,55,10,7,5,0,3,4,0,0,0,84,18,3,5,3,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3
5107005,29,0,11,4,3,4,0,0,0,0,52,8,0,8,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,37,0,18,4,3,5,0,0,0,3,72,30,3,12,0,6,3,0,0,0,0,56,10,0,4,0,4,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,4,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,38,3,13,3,8,3,0,0,0,0,74,64,3,25,3,7,8,0,5,4,3,110,15,0,11,0,4,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
5107006,28,0,7,0,0,0,3,0,0,0,38,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,29,0,8,0,0,0,0,0,3,0,46,38,0,11,0,0,0,4,0,0,0,57,6,5,3,0,0,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,0,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,41,5,14,0,0,0,7,0,0,0,77,65,0,16,0,3,0,3,0,0,5,94,13,5,3,0,0,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,4
5107007,41,3,10,3,6,0,0,0,0,0,63,12,4,0,3,0,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,4,0,3,0,3,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,53,7,7,3,6,3,3,0,0,0,88,59,3,9,3,3,0,0,0,0,0,87,15,5,3,0,3,0,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,3,0,3,0,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,77,12,12,3,7,5,3,0,0,0,121,103,10,16,7,5,0,0,0,3,0,152,27,7,4,3,0,3,6,0,0,0,51,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,26,7
5107008,48,11,6,8,8,0,3,0,0,5,82,10,5,0,0,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,56,17,13,8,9,0,3,0,0,4,105,58,5,12,4,7,3,5,3,0,3,104,12,4,4,3,6,0,0,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,4,3,6,0,0,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,65,7,18,11,11,3,5,3,0,3,130,105,14,21,13,16,7,9,4,0,6,193,16,11,9,3,8,0,0,3,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11
