SA2_MAINCODE_2016,P_15_19_Mgrs,P_15_19_Profnls,P_15_19_Techs_trades_workers,P_15_19_Comm_psnl_serv_wrkrs,P_15_19_Cler_admin_wrkrs,P_15_19_Sales_wrkrs,P_15_19_Mach_oper_dvrs,P_15_19_Labrs,P_15_19_Inad_desc_Ns,P_15_19_Tot,P_20_24_Mgrs,P_20_24_Profnls,P_20_24_Techs_trades_wrkrs,P_20_24_Comm_psnl_serv_wrkrs,P_20_24_Cler_admin_wrkrs,P_20_24_Sales_wrkrs,P_20_24_Mach_oper_dvrs,P_20_24_Labrs,P_20_24_Inad_desc_Ns,P_20_24_Tot,P_25_34_Mgrs,P_25_34_Profnls,P_25_34_Techs_trades_wrkrs,P_25_34_Comm_psnl_serv_wrkrs,P_25_34_Cler_admin_wrkrs,P_25_34_Sales_wrkrs,P_25_34_Mach_oper_dvrs,P_25_34_Labrs,P_25_34_Inad_desc_Ns,P_25_34_Tot,P_35_44_Mgrs,P_35_44_Profnls,P_35_44_Techs_trades_wrkrs,P_35_44_Comm_psnl_serv_wrkrs,P_35_44_Cler_admin_wrkrs,P_35_44_Sales_wrkrs,P_35_44_Mach_oper_dvrs,P_35_44_Labrs,P_35_44_Inad_desc_Ns,P_35_44_Tot,P_45_54_Mgrs,P_45_54_Profnls,P_45_54_Techs_trades_wrkrs,P_45_54_Comm_psnl_serv_wrkrs,P_45_54_Cler_admin_wrkrs,P_45_54_Sales_wrkrs,P_45_54_Mach_oper_dvrs,P_45_54_Labrs,P_45_54_Inad_desc_Ns,P_45_54_Tot,P_55_64_Mgrs,P_55_64_Profnls,P_55_64_Techs_trades_wrkrs,P_55_64_Comm_psnl_serv_wrkrs,P_55_64_Cler_admin_wrkrs,P_55_64_Sales_wrkrs,P_55_64_Mach_oper_dvrs,P_55_64_Labrs,P_55_64_Inad_desc_Ns,P_55_64_Tot,P_65_74_Mgrs,P_65_74_Profnls,P_65_74_Techs_trades_wrkrs,P_65_74_Comm_psnl_serv_wrkrs,P_65_74_Cler_admin_wrkrs,P_65_74_Sales_wrkrs,P_65_74_Mach_oper_dvrs,P_65_74_Labrs,P_65_74_Inad_desc_Ns,P_65_74_Tot,P_75_84_Mgrs,P_75_84_Profnls,P_75_84_Techs_trades_wrkrs,P_75_84_Comm_psnl_serv_wrkrs,P_75_84_Cler_admin_wrkrs,P_75_84_Sales_wrkrs,P_75_84_Mach_oper_dvrs,P_75_84_Labrs,P_75_84_Inad_desc_Ns,P_75_84_Tot,P_85_over_Mgrs,P_85_over_Profnls,P_85_over_Techs_trades_wrkrs,P_85_over_Com_psnl_serv_wrkrs,P_85_over_Cler_admin_wrkrs,P_85_over_Sales_wrkrs,P_85_over_Mach_oper_dvrs,P_85_over_Labrs,P_85_over_Inad_desc_Ns,P_85_over_Tot,P_Tot_Mgrs,P_Tot_Profnls,P_Tot_Techs_trades_wrkrs,P_Tot_Comm_psnl_serv_wrkrs,P_Tot_Cler_admin_wrkrs,P_Tot_Sales_wrkrs,P_Tot_Mach_oper_dvrs,P_Tot_Labrs,P_Tot_Inad_desc_Ns,P_Tot_Tot
510031271,3,3,11,11,7,15,10,28,0,93,19,75,259,27,36,19,85,172,14,703,179,594,2017,117,243,26,718,942,57,4894,279,455,1783,122,199,37,871,733,80,4560,284,345,1416,84,197,20,994,604,70,4015,211,193,655,59,89,18,596,309,43,2185,29,22,46,10,8,3,58,24,0,208,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,1002,1684,6191,423,784,139,3334,2824,271,16658
510031272,7,5,54,45,20,138,11,58,5,354,31,86,186,54,85,82,56,97,10,686,204,436,692,199,311,135,260,275,47,2545,314,372,634,195,262,91,246,208,65,2389,232,271,387,149,223,72,232,169,48,1781,125,170,215,71,129,37,128,106,16,990,17,33,31,11,17,3,18,13,4,144,0,6,7,3,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,935,1383,2198,722,1048,553,944,928,209,8910
510031273,0,0,8,18,6,22,4,16,0,78,0,10,75,18,22,9,15,47,0,212,41,146,330,59,75,9,151,107,13,928,73,123,263,56,75,15,186,80,20,894,85,115,238,51,81,13,173,79,13,851,50,61,97,20,39,15,91,41,3,415,12,7,7,3,9,0,9,12,0,61,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,270,466,1018,227,302,75,633,386,53,3441
511011274,5,8,63,33,20,134,14,76,6,355,20,35,118,51,43,68,35,71,3,450,78,172,209,85,117,65,72,130,16,937,129,203,186,92,127,84,102,111,17,1058,181,196,187,119,168,111,156,155,30,1302,130,136,118,86,130,66,115,115,10,911,61,38,30,18,31,11,40,25,6,265,9,6,0,0,6,0,0,12,0,48,7,0,0,0,0,0,0,0,4,9,621,787,905,495,646,555,536,708,92,5339
511011275,4,0,8,0,0,10,8,17,0,50,19,4,14,6,5,6,12,34,0,108,89,29,55,23,30,12,58,65,7,356,163,39,52,13,33,5,52,52,3,413,192,31,54,12,30,10,58,42,3,433,132,32,44,9,13,11,48,28,3,334,57,5,9,5,8,0,19,15,0,120,6,0,0,0,3,0,0,6,0,15,3,0,0,0,0,0,0,0,0,8,662,143,242,74,124,49,255,261,18,1831
511021276,3,0,11,17,9,32,0,22,0,93,7,17,35,15,30,13,9,26,7,154,63,78,61,35,58,24,14,70,11,417,89,64,68,51,51,21,26,55,3,435,104,85,71,51,75,33,57,69,11,538,103,57,35,48,64,30,40,69,12,464,50,21,16,5,11,8,9,19,7,147,12,0,0,4,3,0,0,3,3,25,0,0,0,0,0,0,0,0,0,0,433,324,294,226,294,164,161,325,53,2274
511021277,3,3,14,10,4,38,0,21,0,90,10,16,52,46,19,20,5,37,4,215,80,154,160,101,71,42,34,102,8,754,118,122,139,72,91,32,47,73,15,713,149,113,125,76,100,41,55,95,16,765,175,128,117,71,101,37,58,96,20,798,57,20,28,14,24,18,15,21,11,201,14,4,4,0,0,0,0,8,0,30,0,0,0,0,0,0,0,0,0,5,609,562,632,391,413,230,215,447,69,3573
511031278,0,0,37,20,5,63,9,41,10,181,12,11,92,29,30,42,52,44,8,318,29,60,177,57,79,52,166,66,20,703,45,74,136,60,75,49,153,51,24,655,66,44,126,80,78,47,177,71,14,708,36,27,91,43,57,28,133,68,19,495,13,11,11,10,12,0,20,8,0,84,3,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,205,227,676,290,334,273,710,340,89,3151
511031279,0,3,97,37,20,156,6,79,3,411,31,79,169,62,54,70,78,66,4,610,130,340,373,190,162,94,287,137,30,1736,168,268,343,163,193,79,247,116,33,1618,170,198,301,127,213,96,270,112,26,1513,121,129,160,80,112,56,220,89,13,977,25,22,28,17,15,12,39,14,14,191,0,3,0,3,4,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,653,1044,1471,676,777,556,1152,620,116,7067
511031280,3,4,48,34,26,90,3,42,3,250,12,66,103,27,39,33,50,42,8,385,78,308,280,102,115,59,199,70,15,1228,124,237,211,94,112,44,138,58,17,1029,111,163,167,87,116,45,147,60,10,920,99,100,94,48,70,35,72,49,7,579,12,19,16,3,16,7,14,8,8,117,0,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,439,910,915,394,504,321,629,336,64,4519
511031281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511031282,0,3,21,5,3,26,0,17,0,72,7,13,59,13,12,11,31,31,0,183,29,76,190,35,42,24,182,71,3,655,38,61,123,44,34,24,143,52,8,525,56,64,147,34,46,26,190,62,13,633,56,43,89,24,27,8,112,50,11,423,19,9,8,7,12,0,20,11,5,94,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,204,270,634,153,176,121,683,299,45,2592
511031283,0,0,13,7,3,3,0,13,0,45,0,28,81,27,13,9,56,48,3,273,46,214,303,54,64,14,351,117,7,1178,81,112,268,46,38,3,298,74,18,937,102,115,227,38,42,11,269,81,20,902,77,70,136,35,33,13,149,49,6,564,14,15,11,7,8,0,26,8,0,80,3,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,316,551,1050,216,200,49,1151,398,59,3991
511031284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511041285,4,6,39,50,15,116,4,54,6,285,13,45,107,57,36,62,23,74,10,420,75,190,160,89,92,83,48,92,8,836,97,183,153,98,66,80,59,102,22,861,135,194,149,148,131,77,95,126,16,1070,115,155,114,107,138,52,86,90,14,876,26,34,20,26,31,17,29,22,7,206,13,4,0,3,4,3,0,6,3,38,0,0,0,0,0,0,0,0,0,0,486,814,745,569,504,491,342,559,83,4595
511041286,5,0,44,26,16,92,6,59,5,262,5,10,77,34,34,32,13,35,3,243,35,62,106,50,46,42,44,72,13,472,54,88,115,74,105,52,68,54,13,619,90,93,121,90,108,63,110,91,20,777,58,54,69,47,76,36,67,70,16,500,7,9,13,10,5,6,7,12,3,76,3,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,253,325,545,326,393,326,316,400,72,2966
511041287,3,5,36,34,13,104,5,38,3,242,9,37,77,37,26,32,21,30,3,266,62,125,186,68,75,60,55,61,5,699,90,128,123,83,114,41,70,68,13,728,106,131,136,94,144,64,81,76,14,846,63,69,65,53,78,22,63,51,8,474,23,18,19,4,12,9,20,15,0,126,5,3,0,0,0,4,0,3,0,9,0,0,0,0,0,0,0,0,0,3,354,511,643,377,468,338,308,346,47,3393
511041288,8,4,47,49,17,127,10,65,8,322,18,33,124,61,51,45,21,38,4,389,82,210,189,111,138,66,54,79,13,947,128,276,149,131,139,66,72,85,16,1068,155,237,122,125,164,86,88,97,21,1085,127,135,79,94,130,54,60,71,14,761,35,21,9,14,28,8,16,20,5,162,4,9,0,0,3,0,0,3,3,17,0,0,0,0,0,0,0,0,0,3,555,931,727,574,670,454,317,453,85,4763
511041289,0,0,15,15,3,14,0,8,0,63,0,13,19,11,10,0,0,13,3,68,20,37,47,22,11,15,18,30,5,199,44,49,47,32,29,20,21,49,7,292,63,29,79,31,52,27,24,44,7,353,59,42,46,20,52,20,33,40,9,317,30,8,5,5,14,0,6,20,4,107,4,3,0,0,5,3,0,0,4,19,0,0,0,0,0,0,0,0,0,3,221,186,267,126,177,95,113,199,40,1420
511041290,0,0,3,3,0,6,0,9,0,22,3,32,38,10,10,0,31,55,3,182,41,133,212,31,38,11,234,84,3,788,54,78,163,27,24,0,196,45,13,600,90,81,154,37,38,7,179,55,20,651,80,61,91,22,37,5,97,53,9,456,34,16,9,6,6,3,23,18,0,116,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,309,402,669,126,148,36,763,321,48,2826
511041291,5,0,8,6,6,12,3,16,0,50,13,15,30,11,9,13,9,21,3,125,88,47,102,23,47,11,62,54,4,433,129,44,68,21,39,9,67,53,9,435,151,39,71,26,41,21,84,63,9,510,179,34,56,22,26,22,81,54,7,486,71,9,6,3,13,3,26,13,6,149,15,0,0,0,0,0,0,8,0,20,0,0,0,0,0,0,0,0,0,3,654,189,345,112,181,92,339,270,35,2214
511041292,8,3,17,14,6,20,0,26,0,93,10,16,30,29,20,13,13,36,4,163,65,74,50,28,34,11,31,66,10,368,136,58,52,50,49,22,25,72,11,474,169,96,82,69,62,50,79,86,15,713,165,77,72,56,60,28,77,72,17,622,122,25,16,10,20,7,18,30,3,243,24,0,0,0,3,0,3,3,3,35,0,0,0,0,0,0,0,0,0,0,708,343,319,248,254,165,243,382,52,2712
597979799,0,0,0,3,0,0,0,4,0,11,4,21,12,15,0,3,4,39,0,104,27,160,179,23,8,0,48,156,8,611,36,145,226,20,22,0,80,113,16,661,52,138,193,17,23,0,66,128,13,623,28,110,98,15,10,3,26,54,9,361,10,17,4,3,3,3,4,8,0,45,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,158,601,711,93,72,11,231,508,41,2432
