SA2_MAINCODE_2016,DC0_4FSEOMSEO,DC0_4FSEOMSolsEVww,DC0_4FSEOMSolNwna,DC0_4FSEOMsol_pEns,DC0_4FSEOMSolsET,DC0_4FSEOM_LpEns,DC0_4FSEOMT,DC0_4FSolsEVwwMSEO,DC0_4FSolsEVwwMSolsEVww,DC0_4FSolsEVwwMSolNwna,DC0_4FSolsEVwwMsol_pEns,DC0_4FSolsEVwwMSolsET,DC0_4FSolsEVwwM_LpEns,DC0_4FSolsEVwwMT,DC0_4FSolNwnaMSEO,DC0_4FSolNwnaMSolsEVww,DC0_4FSolNwnaMSolNwna,DC0_4FSolNwnaMsol_pEns,DC0_4FSolNwnaMSolsET,DC0_4FSolNwnaM_LpEns,DC0_4FSolNwnaMT,DC0_4FSol_pEnsMSEO,DC0_4FSol_pEnsMSolsEVww,DC0_4FSol_pEnsMSolNwna,DC0_4FSol_pEnsMsol_pEns,DC0_4FSol_pEnsMSolsET,DC0_4FSol_pEnsM_LpEns,DC0_4FSol_pEnsMT,DC0_4FSolsETMSEO,DC0_4FSolsETMSolsEVww,DC0_4FSolsETMSolNwna,DC0_4FSolsETMsol_pEns,DC0_4FSolsETMSolsET,DC0_4FSolsETM_LpEns,DC0_4FSolsETMT,DC0_4F_LpEnsMSEO,DC0_4F_LpEnsMSolsEVww,DC0_4F_LpEnsMSolNwna,DC0_4F_LpEnsMsol_pEns,DC0_4F_LpEnsMSolsET,DC0_4F_LpEnsM_LpEns,DC0_4F_LpEnsMT,DC0_4FTMSEO,DC0_4FTMSolsEVww,DC0_4FTMSolNwna,DC0_4FTMsol_pEns,DC0_4FTMSolsET,DC0_4FTM_LpEns,DC0_4FTMT,DC5_9FSEOMSEO,DC5_9FSEOMSolsEVww,DC5_9FSEOMSolNwna,DC5_9FSEOMsol_pEns,DC5_9FSEOMSolsET,DC5_9FSEOM_LpEns,DC5_9FSEOMT,DC5_9FSolsEVwwMSEO,DC5_9FSolsEVwwMSolsEVww,DC5_9FSolsEVwwMSolNwna,DC5_9FSolsEVwwMsol_pEns,DC5_9FSolsEVwwMSolsET,DC5_9FSolsEVwwM_LpEns,DC5_9FSolsEVwwMT,DC5_9FSolNwnaMSEO,DC5_9FSolNwnaMSolsEVww,DC5_9FSolNwnaMSolNwna,DC5_9FSolNwnaMsol_pEns,DC5_9FSolNwnaMSolsET,DC5_9FSolNwnaM_LpEns,DC5_9FSolNwnaMT,DC5_9FSol_pEnsMSEO,DC5_9FSol_pEnsMSolsEVww,DC5_9FSol_pEnsMSolNwna,DC5_9FSol_pEnsMsol_pEns,DC5_9FSol_pEnsMSolsET,DC5_9FSol_pEnsM_LpEns,DC5_9FSol_pEnsMT,DC5_9FSolsETMSEO,DC5_9FSolsETMSolsEVww,DC5_9FSolsETMSolNwna,DC5_9FSolsETMsol_pEns,DC5_9FSolsETMSolsET,DC5_9FSolsETM_LpEns,DC5_9FSolsETMT,DC5_9F_LpEnsMSEO,DC5_9F_LpEnsMSolsEVww,DC5_9F_LpEnsMSolNwna,DC5_9F_LpEnsMsol_pEns,DC5_9F_LpEnsMSolsET,DC5_9F_LpEnsM_LpEns,DC5_9F_LpEnsMT,DC5_9FTMSEO,DC5_9FTMSolsEVww,DC5_9FTMSolNwna,DC5_9FTMsol_pEns,DC5_9FTMSolsET,DC5_9FTM_LpEns,DC5_9FTMT,DC10_12FSEOMSEO,DC10_12FSEOMSolsEVww,DC10_12FSEOMSolNwna,DC10_12FSEOMsol_pEns,DC10_12FSEOMSolsET,DC10_12FSEOM_LpEns,DC10_12FSEOMT,DC10_12FSolsEVwwMSEO,DC10_12FSolsEVwwMSolsEVww,DC10_12FSolsEVwwMSolNwna,DC10_12FSolsEVwwMsol_pEns,DC10_12FSolsEVwwMSolsET,DC10_12FSolsEVwwM_LpEns,DC10_12FSolsEVwwMT,DC10_12FSolNwnaMSEO,DC10_12FSolNwnaMSolsEVww,DC10_12FSolNwnaMSolNwna,DC10_12FSolNwnaMsol_pEns,DC10_12FSolNwnaMSolsET,DC10_12FSolNwnaM_LpEns,DC10_12FSolNwnaMT,DC10_12FSol_pEnsMSEO,DC10_12FSol_pEnsMSolsEVww,DC10_12FSol_pEnsMSolNwna,DC10_12FSol_pEnsMsol_pEns,DC10_12FSol_pEnsMSolsET,DC10_12FSol_pEnsM_LpEns,DC10_12FSol_pEnsMT,DC10_12FSolsETMSEO,DC10_12FSolsETMSolsEVww,DC10_12FSolsETMSolNwna,DC10_12FSolsETMsol_pEns,DC10_12FSolsETMSolsET,DC10_12FSolsETM_LpEns,DC10_12FSolsETMT,DC10_12F_LpEnsMSEO,DC10_12F_LpEnsMSolsEVww,DC10_12F_LpEnsMSolNwna,DC10_12F_LpEnsMsol_pEns,DC10_12F_LpEnsMSolsET,DC10_12F_LpEnsM_LpEns,DC10_12F_LpEnsMT,DC10_12FTMSEO,DC10_12FTMSolsEVww,DC10_12FTMSolNwna,DC10_12FTMsol_pEns,DC10_12FTMSolsET,DC10_12FTM_LpEns,DC10_12FTMT,DC13_14FSEOMSEO,DC13_14FSEOMSolsEVww,DC13_14FSEOMSolNwna,DC13_14FSEOMsol_pEns,DC13_14FSEOMSolsET,DC13_14FSEOM_LpEns,DC13_14FSEOMT,DC13_14FSolsEVwwMSEO,DC13_14FSolsEVwwMSolsEVww,DC13_14FSolsEVwwMSolNwna,DC13_14FSolsEVwwMsol_pEns,DC13_14FSolsEVwwMSolsET,DC13_14FSolsEVwwM_LpEns,DC13_14FSolsEVwwMT,DC13_14FSolNwnaMSEO,DC13_14FSolNwnaMSolsEVww,DC13_14FSolNwnaMSolNwna,DC13_14FSolNwnaMsol_pEns,DC13_14FSolNwnaMSolsET,DC13_14FSolNwnaM_LpEns,DC13_14FSolNwnaMT,DC13_14FSol_pEnsMSEO,DC13_14FSol_pEnsMSolsEVww,DC13_14FSol_pEnsMSolNwna,DC13_14FSol_pEnsMsol_pEns,DC13_14FSol_pEnsMSolsET,DC13_14FSol_pEnsM_LpEns,DC13_14FSol_pEnsMT,DC13_14FSolsETMSEO,DC13_14FSolsETMSolsEVww,DC13_14FSolsETMSolNwna,DC13_14FSolsETMsol_pEns,DC13_14FSolsETMSolsET,DC13_14FSolsETM_LpEns,DC13_14FSolsETMT,DC13_14F_LpEnsMSEO,DC13_14F_LpEnsMSolsEVww,DC13_14F_LpEnsMSolNwna,DC13_14F_LpEnsMsol_pEns,DC13_14F_LpEnsMSolsET,DC13_14F_LpEnsM_LpEns,DC13_14F_LpEnsMT,DC13_14FTMSEO,DC13_14FTMSolsEVww,DC13_14FTMSolNwna,DC13_14FTMsol_pEns,DC13_14FTMSolsET,DC13_14FTM_LpEns,DC13_14FTMT,DC15_17FSEOMSEO,DC15_17FSEOMSolsEVww,DC15_17FSEOMSolNwna,DC15_17FSEOMsol_pEns
506011110,671,28,0,0,28,0,700,48,243,5,0,250,0,294,0,30,16,0,44,0,43,0,3,0,0,3,0,3,50,269,17,0,292,0,346,0,0,0,0,0,0,0,723,297,17,0,319,0,1045,524,11,0,0,11,0,536,29,181,12,0,194,0,220,0,19,16,0,29,0,32,0,0,0,0,3,0,3,30,203,24,3,229,0,254,3,0,0,0,0,0,3,557,213,24,3,240,0,794,288,7,0,0,7,0,294,14,63,5,0,68,0,86,0,4,8,0,16,0,16,0,0,0,0,0,0,0,14,69,11,0,85,0,100,0,0,0,0,0,0,3,308,74,11,0,86,0,390,149,0,0,0,0,0,149,6,41,3,0,43,0,52,0,3,8,0,8,0,8,0,3,0,0,3,0,3,10,46,9,0,58,0,66,0,0,0,0,0,0,0,157,46,9,0,58,0,207,160,4,0,0
506011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506011112,170,10,0,0,10,0,182,12,55,0,0,59,0,73,0,13,10,0,22,0,22,0,0,0,0,0,0,0,12,67,10,0,79,0,90,0,0,0,0,0,3,3,183,80,10,0,90,3,275,166,4,0,0,4,0,167,8,55,0,0,53,0,64,0,8,9,0,16,0,16,0,3,0,0,3,0,3,8,60,8,0,69,0,76,0,0,0,0,0,0,0,170,63,8,0,75,0,249,89,3,0,0,3,0,90,0,24,0,0,25,0,25,0,5,9,0,14,0,14,0,0,0,0,0,0,0,0,29,13,0,37,0,44,0,0,0,0,0,0,0,89,30,13,0,43,0,130,58,0,0,0,0,0,60,3,14,0,0,17,0,18,0,6,4,0,6,0,6,0,0,0,0,0,0,0,3,15,7,0,26,0,28,0,0,0,0,0,0,0,64,20,7,0,26,0,89,76,0,0,0
506011113,966,50,0,0,50,0,1016,78,803,18,4,829,0,910,0,36,16,0,48,0,49,0,0,0,3,7,0,5,78,842,34,8,881,0,961,0,4,0,0,4,0,3,1047,892,34,8,935,0,1983,666,24,0,0,23,0,692,32,506,10,0,520,0,557,0,23,12,0,29,0,28,0,0,0,0,0,0,0,38,528,22,0,554,0,589,0,0,0,0,0,0,0,699,550,22,0,578,0,1277,307,10,0,0,10,0,311,20,193,3,0,199,0,220,0,6,4,0,12,0,13,0,0,0,0,0,0,0,26,204,8,0,214,0,238,0,0,0,0,0,0,0,325,211,8,0,223,0,553,138,7,0,0,7,0,138,13,89,0,0,97,0,108,0,3,4,0,9,0,9,0,0,0,0,0,0,0,13,100,3,0,103,0,120,0,0,0,0,0,0,0,151,104,3,0,108,0,253,204,3,0,0
506011114,320,11,0,0,11,3,334,20,103,3,0,104,0,126,0,10,4,0,14,0,14,0,0,0,0,0,0,0,20,106,8,0,116,0,138,3,0,0,0,0,0,8,349,119,8,0,126,3,477,284,8,0,0,8,0,296,26,61,4,0,68,0,98,0,3,3,0,10,0,10,0,0,0,0,0,0,0,26,70,9,0,81,0,102,3,0,0,0,0,0,3,318,78,9,0,89,0,401,182,4,0,0,4,0,186,9,29,0,0,29,0,37,0,0,3,0,4,0,6,0,0,0,0,0,0,0,10,29,3,0,32,0,41,0,0,0,0,0,0,0,190,27,3,0,31,0,220,97,3,0,0,3,0,106,4,6,0,0,6,0,11,0,0,4,0,3,0,3,0,0,0,0,0,0,0,4,5,4,0,10,0,13,0,0,0,0,0,0,0,105,14,4,0,17,0,121,154,4,0,0
506011115,263,7,0,0,7,0,271,20,25,0,0,27,0,48,3,0,0,0,0,0,3,0,0,0,0,0,0,0,22,25,0,0,22,0,46,0,0,0,0,0,0,0,292,29,0,0,29,0,324,319,4,0,0,4,0,318,3,35,0,0,33,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,0,0,33,0,44,0,0,0,0,0,0,0,325,38,0,0,41,0,363,193,5,0,0,5,0,195,3,19,0,0,20,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,0,0,22,0,29,0,0,0,0,0,0,0,198,27,0,0,29,0,225,131,0,0,0,0,0,132,3,13,0,0,13,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,13,0,16,0,0,0,0,0,0,0,130,12,0,0,15,0,142,176,5,0,0
506011116,281,3,0,0,3,0,285,24,12,0,0,12,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,16,0,0,18,0,38,0,0,0,0,0,3,3,307,21,0,0,18,4,328,321,8,0,0,8,0,322,18,6,0,0,6,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,0,0,8,0,26,0,0,0,0,0,3,8,335,18,0,0,19,4,353,194,3,0,0,3,0,202,3,5,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,8,0,11,3,0,0,0,0,0,3,204,15,0,0,15,0,213,108,4,0,0,4,0,109,3,5,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,0,10,0,0,0,0,0,0,0,109,6,0,0,6,0,119,160,3,0,0
506011117,524,19,0,0,19,0,543,31,171,7,0,180,0,205,0,28,6,0,37,0,37,0,0,0,0,0,0,0,31,193,15,0,212,0,241,3,0,0,0,0,0,3,555,212,15,0,232,0,786,424,11,0,0,11,3,438,8,171,3,0,178,0,188,0,21,15,0,35,0,32,0,0,0,0,0,0,0,13,187,15,0,205,0,218,0,0,0,0,0,0,0,435,205,15,0,218,3,659,218,5,0,0,5,0,227,4,64,0,0,63,0,72,0,5,3,0,12,0,12,0,0,0,0,0,0,0,4,67,9,0,73,0,84,0,0,0,0,0,0,0,225,80,9,0,81,0,303,119,0,0,0,0,0,121,6,55,0,0,55,0,60,0,3,4,0,6,0,8,0,0,0,0,0,0,0,5,57,7,0,61,0,72,0,0,0,0,0,0,0,126,60,7,0,64,0,194,163,3,0,0
506021118,372,15,3,0,20,0,395,51,187,10,0,199,5,248,3,27,14,0,44,0,48,0,0,0,0,0,0,4,57,213,29,0,244,5,301,0,0,0,0,0,0,0,430,227,28,3,263,4,694,232,8,0,0,8,0,241,31,157,9,3,164,0,194,0,19,12,0,31,0,31,0,0,0,0,0,0,0,32,170,19,3,193,0,223,0,0,0,0,0,0,0,271,178,19,3,200,0,469,139,6,0,0,6,0,143,11,72,3,0,77,0,86,0,8,4,0,17,0,18,0,0,0,0,0,0,0,14,86,8,0,93,0,106,0,0,0,0,0,0,0,146,90,8,0,99,0,246,78,0,0,0,0,0,78,7,35,3,0,41,0,51,0,3,3,0,8,0,8,0,0,0,0,0,0,0,7,42,7,0,46,0,56,0,0,0,0,0,0,0,84,42,7,0,46,0,128,119,5,0,0
506021119,500,24,0,0,24,0,529,77,210,11,3,222,0,300,0,32,8,0,36,0,36,0,3,0,3,8,0,8,77,243,21,8,265,0,341,0,0,0,0,0,0,0,580,266,21,8,292,0,873,341,23,0,0,23,0,368,40,123,0,4,125,0,169,0,15,8,0,22,0,26,0,0,0,0,4,0,4,44,139,5,3,153,0,192,0,0,0,0,0,0,0,385,162,5,3,174,3,565,147,8,0,0,8,0,152,18,60,0,0,60,0,74,0,13,7,0,15,0,15,0,0,0,0,0,0,0,19,70,7,0,73,0,91,0,0,0,0,0,0,0,163,75,7,0,79,0,247,90,4,0,0,4,0,89,10,28,0,0,28,0,37,0,3,0,0,3,0,6,0,0,0,0,0,0,0,15,35,0,0,35,0,48,0,0,0,0,0,0,0,100,38,0,0,39,0,134,126,0,0,0
506021120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506021121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506021122,526,39,0,0,39,0,567,80,502,25,3,524,0,604,0,84,20,0,107,0,106,0,0,0,0,0,0,0,83,583,39,3,628,0,706,3,0,0,0,0,0,3,607,620,39,3,667,3,1274,410,20,0,0,18,3,430,53,333,16,0,348,0,396,0,70,17,0,83,0,83,0,0,0,4,3,0,3,52,399,26,4,433,0,482,0,0,0,0,0,0,0,463,420,28,4,456,3,919,201,11,0,0,11,0,210,22,158,9,0,160,0,179,0,24,14,0,33,0,33,0,0,0,0,0,0,0,22,182,16,0,199,0,221,0,0,0,0,0,3,3,218,192,16,0,207,3,429,118,6,0,0,6,0,126,7,97,3,0,107,0,112,0,14,8,0,20,0,20,0,0,0,0,0,0,0,7,113,14,0,130,0,135,0,0,0,0,0,0,3,131,117,14,0,135,3,261,152,4,0,0
506021123,320,19,0,0,19,0,337,43,233,13,0,248,0,293,0,17,5,0,21,0,26,0,0,0,0,0,0,0,51,250,16,3,272,0,319,0,0,0,0,0,0,0,366,271,16,3,287,0,656,247,7,0,0,7,0,253,33,149,4,0,153,0,184,3,20,6,0,25,0,26,0,0,0,0,0,0,0,32,163,13,0,177,0,207,0,0,0,0,0,0,0,274,171,13,0,183,0,462,129,5,0,0,5,0,137,16,52,3,0,53,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,57,3,0,60,0,75,0,0,0,0,0,0,0,148,57,3,0,60,0,212,73,0,0,0,0,0,73,7,28,0,0,24,0,31,0,4,0,0,6,0,6,0,0,0,0,0,0,0,7,30,3,0,29,0,36,0,0,0,0,0,0,0,78,30,3,0,29,0,110,85,4,0,0
506031124,320,15,0,3,18,0,337,49,295,11,0,304,0,355,0,57,17,0,72,0,71,0,0,0,0,0,0,0,51,354,29,0,378,0,431,0,3,0,0,3,0,3,377,371,29,3,394,0,770,261,11,0,0,11,0,270,28,209,10,0,217,0,248,0,41,9,0,46,0,45,0,0,0,0,0,0,0,32,249,22,0,263,0,296,0,0,0,0,0,0,0,289,257,22,0,272,0,565,127,4,0,0,4,0,129,16,79,3,0,80,0,97,0,19,3,0,22,0,24,0,0,0,0,0,0,0,13,94,7,0,107,0,120,0,0,0,0,0,0,0,142,101,7,0,112,0,254,68,4,0,0,4,0,71,8,35,5,0,36,0,44,0,13,3,0,18,0,18,0,0,0,0,0,0,0,8,44,8,0,55,0,61,0,0,0,0,0,0,0,75,52,8,0,61,0,130,102,4,0,0
506031125,175,14,0,0,14,0,194,22,138,0,0,137,0,155,0,13,10,0,23,0,23,0,0,0,0,0,0,0,18,150,11,0,164,0,181,0,0,0,0,0,0,3,197,169,11,0,177,3,377,326,7,0,0,7,0,340,26,162,0,0,166,0,189,0,9,6,0,23,0,23,0,0,0,0,0,0,0,26,176,8,0,186,0,213,0,0,0,0,0,0,0,352,184,8,0,192,0,550,224,7,0,0,7,0,236,15,95,0,0,97,0,111,0,4,3,0,8,0,8,0,0,0,0,0,0,0,15,104,3,0,107,0,121,3,0,0,0,0,0,3,245,109,3,0,117,0,362,132,6,0,0,6,0,133,8,60,4,0,63,0,71,0,10,3,0,13,0,13,0,0,0,0,0,0,0,8,69,9,0,72,0,83,0,0,0,0,0,0,0,135,68,9,0,77,0,216,220,4,0,0
506031126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506031127,213,23,0,0,23,0,238,35,736,40,0,775,0,811,0,122,38,0,161,0,161,0,0,0,0,4,0,4,35,865,71,3,940,0,972,0,0,0,0,0,0,6,254,888,71,3,966,0,1222,158,16,0,0,17,0,180,20,450,18,0,467,0,494,0,84,27,0,108,0,108,0,0,0,0,0,0,0,20,538,40,0,577,0,603,0,0,0,0,0,0,0,184,550,43,0,594,3,779,99,0,0,0,0,0,102,23,195,11,0,204,0,220,0,31,11,0,44,0,44,0,0,0,0,0,0,0,23,228,24,0,251,0,269,0,0,0,0,0,0,3,118,229,24,0,249,0,371,56,0,0,0,0,0,58,3,104,4,0,110,0,114,0,22,12,0,30,0,30,0,0,0,0,0,0,0,3,118,21,0,139,0,146,0,0,0,0,0,0,0,61,118,20,0,141,0,199,58,0,0,0
506031128,367,15,0,0,19,0,381,41,193,12,0,207,0,248,0,30,14,0,51,0,49,0,0,0,0,3,0,3,42,226,24,3,254,0,301,0,0,0,0,0,0,0,408,244,24,0,270,0,679,339,15,0,0,15,0,352,27,153,7,0,163,0,189,3,14,15,3,36,0,36,0,3,0,0,3,0,3,30,172,25,3,202,0,230,0,3,0,0,3,0,3,370,189,25,3,214,0,585,140,3,0,0,3,0,146,14,79,3,0,81,0,92,3,14,21,0,28,0,33,0,0,0,0,0,0,0,13,89,22,0,110,0,128,0,0,0,0,0,0,0,153,97,22,0,121,0,269,91,0,0,0,0,0,91,5,50,3,0,56,0,64,0,4,19,0,21,0,21,0,0,0,0,0,0,0,5,58,19,0,73,0,79,0,0,0,0,0,0,0,94,58,19,0,73,0,169,122,5,0,0
506031129,221,16,0,0,18,0,246,18,191,5,0,198,0,218,0,20,3,0,21,0,23,0,0,0,0,0,0,0,24,214,7,0,227,0,247,0,0,0,0,0,0,0,249,236,7,3,241,0,491,302,21,0,0,21,0,326,26,297,9,3,310,0,341,3,20,13,0,30,0,37,0,0,0,0,0,0,0,27,324,20,3,342,0,373,3,0,0,0,0,0,3,336,344,20,3,365,0,701,220,5,0,0,5,0,225,24,225,4,0,229,0,248,0,16,8,0,24,0,30,0,0,0,0,0,0,0,27,241,13,0,254,0,278,0,0,0,0,0,0,0,243,244,13,0,260,0,501,155,0,0,0,6,0,161,11,139,0,0,136,0,143,0,9,4,0,18,0,15,0,0,0,0,0,0,0,12,147,4,0,157,0,162,0,0,0,0,0,0,0,163,154,4,3,158,0,327,235,0,0,0
506031130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506031131,301,13,0,0,13,0,319,47,270,10,0,285,0,328,0,35,25,0,61,0,63,0,0,0,0,0,0,0,45,305,40,0,349,0,393,0,0,0,0,0,0,0,348,324,40,0,360,0,712,503,22,0,0,22,0,528,38,455,19,0,476,0,516,0,44,28,0,68,0,75,0,0,0,0,0,0,0,42,496,53,0,548,0,586,5,0,0,0,0,0,5,550,519,53,0,568,0,1121,307,11,0,0,11,0,321,32,293,8,0,308,0,337,0,27,20,0,42,0,41,0,0,0,0,0,0,0,35,320,29,0,347,0,381,0,0,0,0,0,0,0,343,334,29,0,363,0,703,208,0,0,0,0,0,209,20,213,9,0,227,0,244,0,16,11,0,29,0,29,0,0,0,0,0,0,0,20,230,27,0,256,0,273,3,0,0,0,0,0,3,223,234,27,0,256,0,481,281,0,0,0
506041132,346,24,0,0,24,0,376,41,494,19,0,514,0,550,0,91,54,0,139,0,147,0,0,0,0,0,0,0,44,588,72,0,658,0,696,0,10,0,0,10,0,6,391,621,72,0,691,0,1081,347,17,0,0,16,0,361,28,317,11,3,337,0,365,0,81,58,0,144,0,144,0,0,0,0,0,0,0,28,402,68,4,477,0,509,0,3,0,0,3,3,5,374,428,74,4,501,3,878,186,5,0,0,5,0,192,19,158,15,0,171,0,194,0,42,38,0,80,0,80,0,0,0,0,0,0,0,19,196,53,0,252,0,267,0,0,0,0,0,0,0,207,206,53,0,262,0,461,118,4,0,0,4,0,120,9,78,4,0,81,0,93,0,17,26,0,48,0,48,0,0,0,0,0,0,0,9,98,32,0,132,0,139,0,0,0,0,0,0,0,124,101,32,0,134,0,258,167,5,0,0
506041133,467,34,0,0,34,0,500,66,660,17,7,684,0,753,3,63,48,0,108,0,111,0,0,0,0,5,0,8,72,724,64,4,797,0,872,0,5,0,0,5,0,5,537,760,64,4,833,0,1375,568,31,0,0,31,0,604,67,622,21,0,647,0,714,0,60,29,0,87,0,86,0,3,0,0,0,0,6,73,685,53,0,732,0,804,0,0,0,0,0,0,0,644,720,53,0,770,0,1412,383,15,0,0,15,0,399,32,286,10,3,303,0,333,0,19,44,0,63,0,63,0,0,0,0,0,0,3,34,308,55,3,365,0,397,0,3,0,0,3,0,3,418,321,55,3,379,3,794,241,5,0,0,5,0,250,10,187,3,0,191,0,205,0,11,13,0,33,0,33,0,0,0,0,0,0,0,10,199,22,0,223,0,238,0,0,0,0,0,0,0,258,207,22,0,225,0,486,365,5,0,0
506041134,517,19,0,0,19,0,532,47,341,22,6,358,0,409,0,46,36,3,83,0,85,0,3,0,0,3,0,3,47,390,49,4,451,0,499,0,0,0,0,0,7,7,566,407,49,4,470,7,1038,500,6,0,0,6,0,505,43,251,13,3,266,3,306,0,35,36,0,69,0,72,0,0,0,3,3,0,3,44,283,53,9,342,3,382,0,0,0,0,0,0,0,537,289,53,9,345,4,888,256,3,0,0,3,0,261,10,111,4,3,115,0,128,0,26,16,0,37,0,40,0,0,0,0,0,0,0,12,132,18,3,155,0,165,0,0,0,0,0,0,0,273,133,18,3,157,0,432,146,3,0,0,3,0,148,7,61,4,0,69,0,79,0,13,15,0,26,0,26,0,0,0,0,0,0,0,7,76,21,0,98,0,107,0,0,0,0,0,0,3,155,82,21,0,100,0,256,192,3,0,0
506041135,646,33,3,0,32,0,681,49,484,14,3,498,0,545,0,46,33,0,76,0,80,4,0,0,0,0,0,4,50,525,48,3,579,0,627,0,0,0,0,0,0,0,695,558,48,3,610,3,1306,667,18,0,0,18,0,684,52,417,4,3,429,0,483,3,38,30,0,69,0,69,0,0,0,0,0,0,0,57,458,32,3,500,0,549,5,0,0,0,0,0,5,726,476,32,3,512,0,1236,374,15,0,0,15,0,396,34,199,3,3,206,0,238,0,22,23,0,45,0,49,0,0,0,0,0,0,0,31,224,25,3,251,0,281,0,0,0,0,0,0,0,409,234,25,3,269,0,678,265,6,0,0,6,0,272,10,87,3,0,95,0,106,0,10,6,0,18,0,18,0,0,0,0,0,0,0,10,98,15,0,111,0,123,0,0,0,0,0,0,0,273,104,15,0,119,0,391,295,8,0,0
